Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Mass air flow rate (lb/min), Barometric pressure (inHg), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Intake air temperature bank 1  sensor 2 (°F), Intake air temperature bank 1  sensor 3 (°F), Commanded fuel rail pressure A (inHg), Fuel rail pressure A (inHg), Boost (psi), Acceleration (ft/s²), Acceleration (Avg) (ft/s²), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
984.527,53.081837,18.013361,1946.25,63.37986,1.800603,29.234798,53.6,3.137255,62.6,69.8,0,2078.919,2064.154,-5.511434,-1.0927392E-15,0.96054405,16.371105,44.17875,14.158666,24.751537,45.064823,-93.20667,887.95233
984.778,35.1515,17.127459,1964,63.37986,2.73861,29.234798,53.6,9.803922,62.6,69.8,0,2513.0115,2235.4285,-5.946547,-1.0927392E-15,0.96054405,24.7218,66.11084,14.165037,24.756931,45.064823,-93.20667,887.95233
985.027,39.545437,22.147575,1975.5,63.37986,2.43432,29.234798,53.6,0,62.6,69.8,0,891.809,2137.9792,-3.4809058,-1.0927392E-15,0.4529509,21.974934,58.4231,14.168362,24.759104,45.0648,-93.20703,888.30457
985.277,43.824207,16.832157,1930.25,62.75849,2.157813,29.234798,53.6,7.8431373,62.6,69.8,0,2188.1804,2081.872,-6.091585,-2.6921325,-0.085475594,19.635008,53.425865,14.174617,24.76403,45.0648,-93.20703,888.30457
985.527,32.543015,18.308662,1936,62.75849,2.929122,29.234798,53.6,8.627451,62.6,69.8,0,2781.7354,2486.4343,-5.3663964,-1.0927392E-15,-0.5384265,26.441578,71.73252,14.177776,24.76535,45.0648,-93.20703,888.30457
985.776,26.172337,26.87239,1953.5,62.75849,3.640896,29.234798,53.6,10.196078,62.6,69.8,0,3000.258,2849.6545,-1.1603019,-1.0927392E-15,-0.5384265,32.877792,88.394104,14.1809,24.765644,45.0648,-93.20703,888.30457
986.027,39.362434,25.986488,1970.25,62.75849,2.417121,29.234798,53.6,0,62.6,71.6,0,891.809,2675.427,-1.5954151,-1.0927392E-15,-0.5384265,21.860657,58.274147,14.187184,24.767532,45.064777,-93.20739,888.9695
986.277,48.025627,20.080467,1952.5,62.75849,1.967301,29.234798,53.6,3.137255,62.6,71.6,0,891.809,1491.27,-4.49617,-1.0927392E-15,-0.5384265,17.91728,48.196457,14.190172,24.770058,45.064777,-93.20739,888.9695
986.526,21.79052,23.32878,1940,62.75849,4.344732,29.234798,53.6,9.411765,62.6,71.6,0,2811.2656,2648.8499,-2.9007547,-1.0927392E-15,-0.5384265,39.48913,106.90792,14.19662,24.77144,45.064777,-93.20739,888.9695
986.779,25.656837,26.57709,1949.25,62.75849,3.687201,29.234798,53.6,9.019608,62.6,71.6,0,2944.151,2796.5005,-1.3053397,-1.0927392E-15,-0.5384265,33.538376,90.36673,14.20011,24.77165,45.064777,-93.20739,888.9695
987.026,32.46195,26.57709,1949,62.75849,2.9106,29.234798,53.6,0,62.6,71.6,0,891.809,2702.0042,-1.3053397,-1.0927392E-15,7.284928E-15,26.50761,71.432,14.203406,24.773012,45.064762,-93.20775,889.1156
987.277,58.49687,16.536856,1911.5,62.75849,1.61406,29.234798,53.6,0,62.6,71.6,0,891.809,1071.9426,-6.236623,-1.0927392E-15,7.284928E-15,14.709995,40.417767,14.209617,24.778711,45.064762,-93.20775,889.1156
987.527,77.33751,12.993244,1903,62.75849,1.219806,29.234798,53.6,0,62.6,71.6,0,891.809,918.3861,-7.9770756,-1.0927392E-15,7.284928E-15,11.126408,30.70791,14.213226,24.782988,45.064762,-93.20775,889.1156
987.784,107.09169,9.449632,1886,62.75849,0.887733,29.234798,53.6,1.1764706,62.6,73.4,0,891.809,882.95,-9.717528,-1.0927392E-15,7.284928E-15,8.035065,22.375963,14.216379,24.787214,45.064762,-93.20775,889.1156
988.026,120.18083,7.973127,1893.75,62.13712,0.783216,29.234798,53.6,4.7058825,62.6,73.4,0,1213.6871,1225.4991,-10.442718,-2.1153324,-0.4230665,7.0890584,19.660746,14.220098,24.792358,45.064747,-93.20811,890.3515
988.277,35.347466,16.241554,1890.25,62.13712,2.644677,29.234798,53.6,9.019608,62.6,73.4,0,2459.8574,2010.9998,-6.3816605,-1.0927392E-15,-0.4230665,24.102688,66.97,14.226301,24.79651,45.064747,-93.20811,890.3515
988.527,26.170216,24.805285,1934.5,62.13712,3.5721,29.234798,53.6,9.803922,62.6,73.4,0,2890.9968,2690.1921,-2.175566,-1.0927392E-15,-0.4230665,32.55491,88.38566,14.229353,24.79679,45.064747,-93.20811,890.3515
988.785,23.919968,28.939499,1952,62.13712,3.908142,29.234798,53.6,11.764706,62.6,73.4,0,3000.258,3150.8616,-0.14503774,-0.0115259625,-0.42537168,35.61748,95.83352,14.235479,24.796946,45.064747,-93.20811,890.3515
989.027,22.185112,29.234798,1968,62.13712,4.213755,29.234798,53.6,12.941176,62.6,73.4,0,3242.405,3342.8074,0,2.5488317,-0.42537168,38.402733,102.48755,14.238651,24.796295,45.064735,-93.208466,892.6051
989.277,20.014841,30.711304,1974,61.515747,4.608009,29.234798,53.6,12.941176,62.6,73.4,0,3351.6663,3260.123,0.7251887,-2.5520306,-0.93577784,42.141193,112.12275,14.241702,24.795027,45.064735,-93.208466,892.6051
989.527,17.691456,32.77841,1967.75,62.13712,5.257602,29.234798,53.6,12.941176,62.6,75.2,0,3567.236,3537.706,1.7404529,2.5142007,-0.43293768,48.157085,128.53587,14.24791,24.790592,45.064735,-93.208466,892.6051
989.779,36.5415,26.87239,1953.75,62.13712,2.545452,29.234798,53.6,0,62.6,75.2,0,891.809,2291.5356,-1.1603019,-7.284928E-16,-0.009871191,23.315107,62.676178,14.251614,24.792665,45.064728,-93.20882,895.21246
990.026,46.920536,20.67107,1936.75,62.13712,1.983177,29.234798,53.6,0,62.6,75.2,0,891.809,1644.8265,-4.2060943,-7.284928E-16,-0.009871191,18.157698,49.24037,14.254718,24.79521,45.064728,-93.20882,895.21246
990.277,83.62896,12.993244,1901.5,61.515747,1.100736,29.234798,53.6,1.5686275,62.6,75.2,0,891.809,977.4463,-7.9770756,-2.5318289,-0.51623696,10.085612,27.857363,14.260777,24.801966,45.064728,-93.20882,895.21246
990.527,52.693794,11.516739,1870.5,61.515747,1.74636,29.234798,53.6,7.0588236,62.6,75.2,0,1594.6254,1367.2437,-8.702264,-2.5318289,-0.0041654324,16.006615,44.944427,14.263839,24.804783,45.064728,-93.20882,895.21246
990.781,36.638664,15.355652,1883.5,61.515747,2.5137,29.234798,53.6,8.235294,62.6,75.2,0,2188.1804,2010.9998,-6.816774,-7.284928E-16,-0.51393175,23.020742,64.193016,14.26708,24.806602,45.064724,-93.20917,897.8569
991.027,23.393623,28.348896,1945.5,60.89438,3.908142,29.234798,53.6,3.5294118,62.6,75.2,0,3268.9822,3192.2039,-0.43511322,-2.554828,-0.5144912,35.690475,96.35076,14.273614,24.80509,45.064724,-93.20917,897.8569
991.277,39.841095,23.32878,1923.75,60.89438,2.28879,29.234798,53.6,0,62.6,75.2,0,891.809,2064.154,-2.9007547,-2.554828,-1.0173314,20.956491,57.214226,14.276657,24.807087,45.064724,-93.20917,897.8569
991.526,45.63373,19.194565,1899,60.89438,1.999053,29.234798,53.6,0,62.6,73.4,0,891.809,1287.5123,-4.931283,-7.284928E-16,-1.0173314,18.296324,50.60261,14.279694,24.809494,45.064724,-93.20917,897.8569
991.778,49.860573,12.402642,1849.75,60.89438,1.827063,29.234798,53.6,7.45098,62.6,73.4,0,1647.7795,1597.5784,-8.267151,-7.284928E-16,-1.0173314,16.745287,47.54596,14.285769,24.815207,45.064716,-93.20952,900.41486
992.026,34.738873,15.946254,1857.75,60.273006,2.610279,29.234798,53.6,10.588235,62.6,73.4,0,2675.427,2078.919,-6.526698,-2.5164971,-1.5206308,23.789196,67.25531,14.288801,24.81671,45.064716,-93.20952,900.41486
992.277,22.642813,28.939499,1910.5,60.273006,4.004721,29.234798,53.6,11.372549,62.6,73.4,0,3242.405,3156.7676,-0.14503774,-7.284928E-16,-1.0142651,36.49767,100.33493,14.294879,24.815311,45.064716,-93.20952,900.41486
992.527,21.654882,29.234798,1926.75,60.273006,4.187295,29.234798,53.6,9.803922,62.6,73.4,0,3242.405,3330.9954,0,-7.284928E-16,-1.0142651,38.16275,104.02755,14.297875,24.814552,45.064716,-93.20952,900.41486
992.777,20.638824,28.939499,1911.5,60.273006,4.372515,29.234798,53.6,10.196078,62.6,73.4,0,3351.6663,3333.9482,-0.14503774,-7.284928E-16,-1.0142651,40.04152,110.01967,14.300857,24.813505,45.06471,-93.20986,903.89264
993.026,37.57392,24.805285,1873.25,60.273006,2.401245,29.234798,53.6,0,62.6,73.4,0,891.809,1677.3097,-2.175566,-7.284928E-16,-0.5032995,21.99424,61.666218,14.30693,24.813654,45.06471,-93.20986,903.89264
993.277,53.271107,17.71806,1851.75,60.273006,1.70667,29.234798,53.6,0,62.6,71.6,0,891.809,1399.7267,-5.6564717,-7.284928E-16,-0.5032995,15.513285,44.000286,14.309925,24.81643,45.06471,-93.20986,903.89264
993.526,73.831436,14.174448,1838.75,60.273006,1.23039,29.234798,53.6,0,62.6,71.6,0,891.809,1098.5198,-7.3969245,-7.284928E-16,-0.5032995,11.193197,31.971687,14.31348,24.820522,45.06471,-93.20986,903.89264
993.778,108.28172,8.563729,1800.75,59.651634,0.830844,29.234798,53.6,3.5294118,62.6,71.6,0,1269.7943,1154.627,-10.152641,-2.693415,-0.538683,7.553354,22.030304,14.319338,24.828226,45.064705,-93.210205,906.77985
994.027,119.668144,7.677826,1807.5,59.651634,0.750141,29.234798,53.6,0,62.6,71.6,0,891.809,1133.9558,-10.587755,-2.693415,-0.538683,6.834653,19.859678,14.322326,24.83233,45.064705,-93.210205,906.77985
994.276,119.93502,6.201321,1780.75,59.030262,0.738234,29.234798,53.6,0,62.6,71.6,0,891.809,820.93677,-11.312943,-2.5260112,-1.0438852,6.7484083,19.903639,14.328405,24.840763,45.064705,-93.210205,906.77985
994.526,124.62522,6.201321,1781.25,59.030262,0.710451,29.234798,53.6,0,62.6,71.6,0,891.809,835.70184,-11.312943,-2.5260112,-1.0438852,6.494436,19.1492,14.331331,24.844824,45.064705,-93.210205,906.77985
994.782,125.65329,6.201321,1772.25,58.408894,0.697221,29.234798,53.6,0,62.6,71.6,0,891.809,882.95,-11.312943,-2.5658145,-1.5570481,6.3734965,18.888039,14.334212,24.848831,45.064705,-93.210205,906.77985
995.027,125.68158,5.90602,1747.25,57.78752,0.691929,29.234798,53.6,0,64.4,71.6,0,891.809,995.16437,-11.457981,-2.5426888,-2.0655859,6.304274,18.950214,14.339986,24.856861,45.0647,-93.21055,909.6875
995.277,126.89472,6.201321,1745.5,57.78752,0.685314,29.234798,53.6,0,64.4,71.6,0,891.809,1018.78845,-11.312943,-2.5426888,-2.0655859,6.244004,18.787863,14.34339,24.861609,45.0647,-93.21055,909.6875
995.527,130.67886,5.90602,1738.25,57.78752,0.665469,29.234798,53.6,4.7058825,64.4,71.6,0,1187.11,1045.3656,-11.457981,-7.284928E-16,-2.0655859,6.063193,18.319904,14.346263,24.865639,45.0647,-93.21055,909.6875
995.777,35.339497,14.174448,1753,57.16615,2.43432,29.234798,53.6,8.627451,64.4,71.6,0,2297.442,1954.8926,-7.3969245,-2.5428562,-2.035474,22.179472,66.45129,14.351946,24.86971,45.0647,-93.21088,911.09265
996.027,19.09682,26.28179,1808.75,57.16615,4.504815,29.234798,53.6,11.372549,64.4,71.6,0,3053.4124,2536.6355,-1.4503773,-7.284928E-16,-2.035474,41.04408,119.18073,14.354781,24.868225,45.0647,-93.21088,911.09265
996.277,22.548483,27.462994,1806.5,57.16615,3.415986,29.234798,53.6,8.627451,64.4,71.6,0,3162.6738,3153.8147,-0.87022644,-7.284928E-16,-1.5302719,34.76116,101.06258,14.360636,24.866577,45.0647,-93.21088,911.09265
996.527,18.67982,28.053595,1794.75,57.16615,4.160835,29.234798,53.6,11.372549,64.4,71.6,0,3268.9822,3254.217,-0.58015096,-7.284928E-16,-1.017109,41.96033,122.7917,14.363476,24.864948,45.0647,-93.21088,911.09265
996.777,16.795912,30.120703,1809.25,57.16615,4.684743,29.234798,53.6,2.745098,64.4,71.6,0,3378.2434,3511.129,0.43511322,-7.284928E-16,-1.017109,46.6668,135.47012,14.366328,24.862577,45.064697,-93.2112,913.9675
997.027,40.982372,18.013361,1761.5,57.16615,1.967301,29.234798,53.6,9.803922,64.4,73.4,0,2459.8574,2616.367,-5.511434,-7.284928E-16,-0.50857127,19.125574,57.02508,14.372378,24.866259,45.064697,-93.2112,913.9675
997.277,17.702845,23.32878,1777.5,56.544777,4.581549,29.234798,53.6,10.980392,64.4,73.4,0,3268.9822,2967.7751,-2.9007547,-2.4570699,-0.9999853,43.794758,129.40367,14.375291,24.86422,45.064697,-93.2112,913.9675
997.528,19.984161,30.120703,1791,56.544777,4.107915,29.234798,53.6,11.372549,64.4,73.4,0,3378.2434,3038.6472,0.43511322,-2.4570699,-0.49141398,38.79531,113.767365,14.378127,24.863022,45.064697,-93.2112,913.9675
997.780,18.519316,32.18781,1808.75,57.16615,4.608009,29.234798,53.6,12.54902,64.4,73.4,0,3593.8132,3484.5518,1.4503773,2.5552092,0.019627824,42.323994,122.89725,14.383807,24.85899,45.06469,-93.211525,916.84485
998.027,17.590801,33.07371,1824.5,57.16615,4.864671,29.234798,53.6,11.372549,64.4,73.4,0,3593.8132,3608.5781,1.8854905,-7.284928E-16,0.019627824,44.55803,128.26736,14.386681,24.856937,45.06469,-93.211525,916.84485
998.277,14.650368,35.43612,1843.5,57.16615,5.841045,29.234798,53.6,13.333333,64.4,73.4,0,3838.913,3806.43,3.0457926,-7.284928E-16,0.019627824,53.50114,152.42422,14.392413,24.850126,45.06469,-93.211525,916.84485
998.527,14.720386,36.32202,1859.75,57.16615,5.813262,29.234798,53.6,14.117647,64.4,73.4,0,3838.913,3877.3022,3.4809058,-7.284928E-16,0.019627824,53.246662,150.3737,14.395302,24.846695,45.06469,-93.211525,916.84485
998.777,14.574443,37.207928,1875,57.16615,5.871474,29.234798,53.6,14.117647,62.6,73.4,0,3838.913,3697.1685,3.916019,-7.284928E-16,0.019627824,53.779858,150.64421,14.398124,24.843264,45.064686,-93.21185,919.6104
999.026,12.1994295,39.865635,1926.5,57.16615,7.014546,29.234798,53.6,12.156863,62.6,73.4,0,3838.913,3874.349,5.221359,-7.284928E-16,0.5110418,64.24984,175.16089,14.403951,24.833796,45.064686,-93.21185,919.6104
999.281,19.221806,37.207928,1937.25,57.16615,4.451895,29.234798,53.6,7.8431373,62.6,73.4,0,3729.6516,3717.8396,3.916019,-7.284928E-16,0.5110418,40.777203,110.551796,14.406625,24.832449,45.064686,-93.21185,919.6104
999.527,17.687004,34.550217,1927.5,57.16615,4.838211,29.234798,53.6,9.411765,62.6,73.4,0,3729.6516,3776.9,2.6106794,-7.284928E-16,7.102805E-15,44.31567,120.75274,14.409621,24.830364,45.064686,-93.21185,919.6104
999.776,15.504964,36.617325,1866.5,57.78752,5.579091,29.234798,53.6,10.588235,62.6,73.4,0,3838.913,3968.8455,3.6259434,2.618955,0.52379096,51.10177,143.79442,14.415306,24.824354,45.064682,-93.21218,923.4759
1000.027,16.557213,36.026722,1847.25,57.78752,5.224527,29.234798,53.6,0,62.6,73.4,0,891.809,3437.3037,3.335868,-7.284928E-16,0.52379096,47.854137,136.05919,14.41824,24.821833,45.064682,-93.21218,923.4759
1000.277,29.138765,21.852274,1795.75,57.78752,2.970135,29.234798,53.6,12.54902,62.6,73.4,0,3079.9895,3015.0232,-3.6259434,-7.284928E-16,0.52379096,27.19165,79.52868,14.423968,24.824507,45.064682,-93.21218,923.4759
1000.527,17.98366,32.48311,1861.75,57.78752,4.813074,29.234798,53.6,9.411765,62.6,69.8,0,3514.0818,3384.1494,1.5954151,-7.284928E-16,0.52379096,44.05839,124.29148,14.426859,24.822615,45.064682,-93.21218,923.4759
1000.777,18.25323,32.18781,1831,57.78752,4.787937,29.234798,53.6,0,62.6,69.8,0,891.809,2882.1377,1.4503773,-7.284928E-16,0.52379096,43.407722,124.512436,14.430296,24.820488,45.064674,-93.21252,927.0617
1001.026,50.69074,18.899263,1775.25,57.78752,1.7199,29.234798,53.6,0,62.6,69.8,0,891.809,1322.9485,-5.0763206,-7.284928E-16,0.52379096,15.630688,46.243706,14.436157,24.825233,45.064674,-93.21252,927.0617
1001.280,68.723305,14.76505,1759.75,57.16615,1.254204,29.234798,53.6,0,62.6,69.8,0,891.809,1228.4521,-7.106849,-2.6772673,-0.01166247,11.405322,34.040085,14.43886,24.828201,45.064674,-93.21252,927.0617
1001.527,86.464836,12.107341,1743.25,57.16615,0.996219,29.234798,53.6,0,62.6,69.8,0,891.809,1012.88245,-8.412189,-2.6772673,-0.53545344,9.065089,27.311558,14.441722,24.831709,45.064674,-93.21252,927.0617
1001.778,112.443855,8.563729,1712.5,56.544777,0.756756,29.234798,53.6,0,62.6,69.8,0,891.809,1083.7546,-10.152641,-2.5463974,-1.0447329,6.894923,21.146229,14.447459,24.839317,45.064674,-93.21252,927.0617
1002.027,118.66769,7.677826,1706.75,56.544777,0.717066,29.234798,53.6,0,62.6,69.8,0,891.809,1116.2378,-10.587755,-2.5463974,-1.0447329,6.5333014,20.104666,14.450291,24.843166,45.06467,-93.21284,929.8742
1002.277,125.376,7.087224,1704.5,56.544777,0.678699,29.234798,53.6,0,62.6,69.8,0,891.809,1172.345,-10.8778305,-7.284928E-16,-1.0447329,6.1837335,19.054073,14.453121,24.847069,45.06467,-93.21284,929.8742
1002.527,64.5143,7.087224,1685.5,55.92341,1.304478,29.234798,53.6,8.627451,64.4,69.8,0,1187.11,1278.6533,-10.8778305,-2.5530772,-1.5553484,11.885304,37.03528,14.459203,24.854506,45.06467,-93.21284,929.8742
1002.777,15.726076,21.261671,1740.75,55.302036,5.292,29.234798,53.6,11.764706,64.4,69.8,0,3106.5664,2495.2935,-3.916019,-2.5462837,-2.0646052,48.216244,145.4759,14.461952,24.851763,45.064663,-93.21316,931.13196
1003.027,17.801838,28.644197,1770.5,55.302036,4.187295,29.234798,53.6,12.156863,64.4,69.8,0,3242.405,2923.48,-0.29007548,-7.284928E-16,-1.5291517,42.59405,126.35344,14.467516,24.849672,45.064663,-93.21316,931.13196
1003.276,18.023182,29.5301,1788.5,55.302036,4.133052,29.234798,53.6,12.156863,64.4,69.8,0,3351.6663,3339.8542,0.14503774,-7.284928E-16,-1.5291517,42.070946,123.54564,14.470245,24.847897,45.064663,-93.21316,931.13196
1003.527,15.918924,30.711304,1808.75,55.302036,4.73634,29.234798,53.6,12.54902,64.4,69.8,0,3457.9746,3393.0085,0.7251887,-7.284928E-16,-1.5291517,47.632133,138.31064,14.473491,24.844772,45.064663,-93.21316,931.13196
1003.781,34.328823,26.28179,1805.25,55.92341,2.28879,29.234798,53.6,0,64.4,69.8,0,891.809,2191.1333,-1.4503773,2.5721147,-0.5054493,22.336102,64.98365,14.478986,24.843685,45.06466,-93.21348,933.75977
1004.027,45.73728,18.308662,1800.75,55.302036,1.7199,29.234798,53.6,8.627451,64.4,69.8,0,2459.8574,2749.2522,-5.3663964,0.10418437,-0.9990353,16.57843,48.35307,14.481822,24.84591,45.06466,-93.21348,933.75977
1004.277,28.816341,19.194565,1794,55.302036,2.776977,29.234798,53.6,11.764706,62.6,71.6,0,2973.6812,2775.8293,-4.931283,-2.4679303,-0.48841986,26.313276,77.03473,14.484617,24.84657,45.06466,-93.21348,933.75977
1004.526,20.063967,31.006605,1796.25,55.302036,4.080132,29.234798,53.6,0,62.6,71.6,0,891.809,3150.8616,0.87022644,-7.284928E-16,0.020836873,37.791748,110.5005,14.490123,24.843262,45.06466,-93.21348,933.75977
1004.780,43.818066,20.966372,1752.75,55.302036,1.889244,29.234798,53.6,9.803922,62.6,71.6,0,2648.8499,2953.01,-4.0610566,-7.284928E-16,0.020836873,17.30456,51.853092,14.492869,24.8453,45.06466,-93.21348,933.75977
1005.027,19.903706,31.006605,1783,55.302036,4.160835,29.234798,53.6,12.54902,62.6,71.6,0,3404.8206,3330.9954,0.87022644,-7.284928E-16,0.020836873,38.09604,112.218,14.498412,24.844395,45.064655,-93.21379,935.5255
1005.276,18.595007,31.301907,1778,55.302036,4.451895,29.234798,53.6,11.764706,62.6,71.6,0,3404.8206,3215.828,1.0152642,-7.284928E-16,0.020836873,40.777203,120.45358,14.501204,24.842789,45.064655,-93.21379,935.5255
1005.527,17.39083,32.77841,1801.25,55.302036,4.760154,29.234798,53.6,16.862745,62.6,71.6,0,3514.0818,3531.8,1.7404529,-7.284928E-16,0.020836873,43.600704,127.13162,14.5039625,24.840763,45.064655,-93.21379,935.5255
1005.788,16.37587,33.664314,1861.5,55.302036,5.055183,29.234798,53.6,20,62.6,71.6,0,3620.3904,3806.43,2.175566,-7.284928E-16,7.193867E-15,46.30303,130.64128,14.509492,24.835773,45.064648,-93.21411,936.9678
1006.027,14.315306,34.550217,1953,55.302036,5.782833,29.234798,53.6,20.392157,62.6,71.6,0,3729.6516,3765.0876,2.6106794,-7.284928E-16,7.193867E-15,52.96795,142.44427,14.512217,24.83235,45.064648,-93.21411,936.9678
1006.277,11.704636,36.912624,2099.5,55.92341,7.152138,29.234798,53.6,20.392157,62.6,71.6,0,3838.913,3912.7383,3.770981,2.5191057,0.50382113,65.51012,163.88023,14.515026,24.826958,45.064648,-93.21411,936.9678
1006.527,10.841898,40.160934,2158.5,55.92341,7.721028,29.234798,53.6,19.215687,62.6,71.6,0,3838.913,3762.1348,5.3663964,-7.284928E-16,0.50382113,70.723045,172.08498,14.520587,24.815834,45.064648,-93.21411,936.9678
1006.782,10.962028,41.34214,2174,56.544777,7.721028,29.234798,53.6,17.254902,62.6,71.6,0,3838.913,3815.2888,5.946547,2.5629368,1.0164086,70.72521,170.86331,14.523379,24.809805,45.064648,-93.21411,936.9678
1007.027,9.568965,44.885754,2194.25,56.544777,8.643159,29.234798,53.6,14.90196,62.6,71.6,0,3838.913,3965.8923,7.6870003,-7.284928E-16,1.0164086,81.021484,193.93141,14.529107,24.793274,45.064644,-93.21443,939.09503
1007.277,9.122499,46.65756,2162,57.16615,9.086364,29.234798,53.6,10.980392,62.6,71.6,0,3838.913,3909.7852,8.557226,2.5282354,1.5220556,85.92069,208.7258,14.531969,24.78489,45.064644,-93.21443,939.09503
1007.527,14.238513,40.160934,2115,57.16615,5.813262,29.234798,53.6,0,62.6,71.6,0,891.809,3257.17,5.3663964,2.5282354,1.5220556,55.048687,136.70067,14.534859,24.78124,45.064644,-93.21443,939.09503
1007.777,35.66807,21.556973,1921.25,57.16615,2.417121,29.234798,53.6,9.411765,62.6,69.8,0,2837.8425,2973.6812,-3.770981,-0.019370317,1.5181816,21.975155,60.07339,14.540596,24.784817,45.06464,-93.21477,941.0715
1008.027,16.356712,26.57709,1882,57.78752,5.359473,29.234798,53.6,9.411765,62.6,69.8,0,3514.0818,3322.1362,-1.3053397,-0.6024221,1.4030225,48.44073,135.18396,14.54436,24.781513,45.06464,-93.21477,941.0715
1008.277,19.674553,31.892508,1858.5,57.78752,4.451895,29.234798,53.6,9.411765,62.6,69.8,0,3514.0818,3245.358,1.3053397,1.943311,1.4030225,40.271873,113.80814,14.547235,24.780243,45.06464,-93.21477,941.0715
1008.527,16.40995,35.14082,1859.5,57.78752,5.326398,29.234798,53.6,14.117647,62.6,69.8,0,3729.6516,3632.2024,2.9007547,-7.284928E-16,0.8904352,48.283577,136.37581,14.552999,24.776268,45.06464,-93.21477,941.0715
1008.788,15.266567,35.731422,1852.25,57.78752,5.724621,29.234798,53.6,16.470589,62.6,69.8,0,3729.6516,3649.9204,3.1908302,-7.284928E-16,0.8904352,51.899754,147.16339,14.555884,24.773207,45.064632,-93.215096,943.3736
1009.027,13.982329,36.32202,1876.25,57.78752,6.207516,29.234798,53.6,16.470589,62.6,69.8,0,3838.913,3965.8923,3.4809058,-7.284928E-16,0.8904352,56.666603,158.6246,14.558744,24.769453,45.064632,-93.215096,943.3736
1009.277,13.449343,38.09383,1975,57.78752,6.312033,29.234798,53.6,16.470589,62.6,69.8,0,3838.913,3933.4094,4.351132,-7.284928E-16,0.38478813,58.91226,156.66524,14.565182,24.760244,45.064632,-93.215096,943.3736
1009.527,11.915453,40.160934,2022.25,58.408894,7.185213,29.234798,53.6,15.294118,62.6,69.8,0,3838.913,3770.9937,5.3663964,2.6732385,0.4141633,67.21111,174.55821,14.567947,24.755178,45.064632,-93.215096,943.3736
1009.783,11.970555,41.34214,2042.25,58.408894,7.152138,29.234798,53.6,14.90196,64.4,69.8,0,3838.913,3797.5708,5.946547,2.6732385,0.9233099,66.901726,172.05309,14.5708475,24.749918,45.06463,-93.21542,945.3002
1010.027,11.222898,43.704548,2072.25,59.030262,7.844067,29.234798,53.6,14.117647,64.4,69.8,0,3838.913,3883.2083,7.106849,2.5833764,1.051323,72.11778,182.78236,14.576809,24.738144,45.06463,-93.21542,945.3002
1010.280,10.952365,44.59045,2062,59.030262,8.008119,29.234798,53.6,13.725491,64.4,69.8,0,3838.913,3797.5708,7.541962,2.5833764,1.051323,73.89915,188.22827,14.579738,24.73189,45.06463,-93.21542,945.3002
1010.527,17.565731,38.979733,2004.25,59.651634,5.088258,29.234798,53.6,0,64.4,69.8,0,891.809,3056.3652,4.7862453,2.4138315,1.5340893,46.561695,122.014366,14.585769,24.72348,45.06463,-93.21542,945.3002
1010.778,42.305355,29.234798,1930.25,59.651634,2.110185,29.234798,53.6,6.27451,64.4,69.8,0,3162.6738,2932.3389,0,2.4138315,1.5340893,19.333017,52.604168,14.58873,24.725565,45.06462,-93.21577,947.3958
1011.027,38.48334,23.62408,1893.5,59.651634,2.336418,29.234798,53.6,9.019608,64.4,69.8,0,2944.151,3224.687,-2.755717,-7.284928E-16,1.5340893,21.253098,58.950974,14.591712,24.727371,45.06462,-93.21577,947.3958
1011.277,21.181868,32.18781,1888.75,59.651634,4.266675,29.234798,53.6,0,64.4,69.8,0,891.809,3328.0422,1.4503773,-7.284928E-16,0.99944156,38.61275,107.371826,14.597687,24.724169,45.06462,-93.21577,947.3958
1011.527,40.855175,24.805285,1861.75,59.651634,2.208087,29.234798,53.6,0,64.4,68,0,891.809,1889.9264,-2.175566,-7.284928E-16,0.99944156,20.019257,56.475574,14.6006565,24.726154,45.06462,-93.21577,947.3958
1011.780,45.742813,18.899263,1835.75,59.651634,1.967301,29.234798,53.6,0,64.4,68,0,2350.596,2518.9175,-5.0763206,-7.284928E-16,0.99944156,17.88019,51.15554,14.604085,24.72882,45.064613,-93.21612,948.93
1012.027,63.559418,15.060351,1818.75,59.651634,1.414287,29.234798,53.6,1.1764706,64.4,68,0,891.809,959.7283,-6.9618115,-7.284928E-16,0.48276627,12.86812,37.160038,14.610021,24.73432,45.064613,-93.21612,948.93
1012.278,64.63418,12.697943,1807.5,59.651634,1.390473,29.234798,53.6,5.882353,64.4,68,0,1647.7795,1387.9147,-8.122113,-7.284928E-16,0.48276627,12.654144,36.76957,14.612998,24.737432,45.064613,-93.21612,948.93
1012.527,32.836815,16.536856,1813.75,59.651634,2.758455,29.234798,53.6,10.196078,64.4,68,0,2702.0042,2318.1128,-6.236623,-7.284928E-16,7.0117434E-15,24.90772,72.1258,14.61599,24.73868,45.064613,-93.21612,948.93
1012.776,23.415579,28.348896,1865,59.651634,3.859191,29.234798,53.6,10.588235,64.4,68,0,3189.2507,3074.0835,-0.43511322,-7.284928E-16,7.0117434E-15,34.929317,98.36607,14.621891,24.737429,45.064613,-93.21612,948.93
