Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Mass air flow rate (lb/min), Barometric pressure (inHg), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Intake air temperature bank 1  sensor 2 (°F), Intake air temperature bank 1  sensor 3 (°F), Commanded fuel rail pressure A (inHg), Fuel rail pressure A (inHg), Boost (psi), Acceleration (ft/s²), Acceleration (Avg) (ft/s²), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
32.015,0.7922929,15.650953,1031.5,0.6213712,1.180116,29.234798,55.4,0,60.8,62.6,0,1674.3567,1624.1555,-6.671736,2.5326085,0.5065217,10.753207,54.75236,3.1055115E-05,0.004783147,45.058098,-92.95463,974.8927
32.265,0.78525025,15.650953,1033.75,0.6213712,1.1907,29.234798,55.4,0,60.8,62.6,0,1674.3567,1706.8397,-6.671736,0,0.5065217,10.849648,55.123173,9.301806E-05,0.014156327,45.058098,-92.95463,974.8927
32.516,0.7922929,15.355652,1036.5,0.6213712,1.180116,29.234798,55.4,0,60.8,62.6,0,1674.3567,1727.5109,-6.816774,0,0.5065217,10.753207,54.48824,0.00012456317,0.01884297,45.058098,-92.95463,974.8927
32.767,0.799463,15.355652,1036.5,0.6213712,1.169532,29.234798,55.4,0,60.8,62.6,0,1674.3567,1641.8735,-6.816774,0,0.5065217,10.656766,53.999557,0.00016136261,0.024240915,45.058098,-92.95463,974.8927
33.015,1.5845858,15.060351,1025.75,1.2427424,1.180116,29.234798,55.4,0,60.8,62.6,0,1674.3567,1600.5314,-6.9618115,2.5334773,1.0132171,10.753207,55.059284,0.00028769113,0.04270953,45.058094,-92.95463,974.7667
33.265,1.5845858,15.650953,1024,1.2427424,1.180116,29.234798,55.4,0,60.8,62.6,0,1674.3567,1638.9205,-6.671736,0,1.0132171,10.753207,55.153378,0.00034658288,0.051170047,45.058094,-92.95463,974.7667
33.515,1.5990235,15.060351,1022.75,1.2427424,1.169532,29.234798,55.4,0,60.8,62.6,0,1674.3567,1550.3302,-6.9618115,0,1.0132171,10.656116,54.722195,0.0004120495,0.060470123,45.058094,-92.95463,974.7667
33.764,1.598926,15.650953,1024,1.2427424,1.169532,29.234798,55.4,0,60.8,62.6,0,1674.3567,1754.0879,-6.671736,0,0.50669545,10.656766,54.65873,0.00053585763,0.07775923,45.058094,-92.95463,974.7667
34.014,1.6416382,15.060351,1021.25,1.2427424,1.139103,29.234798,55.4,0,60.8,62.6,0,1674.3567,1671.4037,-6.9618115,0,0.50669545,10.379497,53.379967,0.00059663935,0.08611669,45.05808,-92.95465,974.99286
34.265,1.598926,15.650953,1019.25,1.2427424,1.169532,29.234798,55.4,0,60.8,62.6,0,1674.3567,1686.1687,-6.671736,0,0.50669545,10.656766,54.913456,0.00072062056,0.10286501,45.05808,-92.95465,974.99286
34.520,1.6116881,15.060351,1019.5,1.2427424,1.160271,29.234798,55.4,0,60.8,62.6,0,1674.3567,1615.2965,-6.9618115,0,0.50669545,10.57238,54.465263,0.00078412343,0.11130371,45.05808,-92.95465,974.99286
34.772,1.6116881,15.355652,1019,1.2427424,1.160271,29.234798,55.4,0,60.8,62.6,0,1674.3567,1677.3097,-6.816774,0,0,10.57238,54.491985,0.00084639515,0.11948765,45.05808,-92.95465,974.99286
35.018,1.6116881,15.060351,1008.5,1.2427424,1.160271,29.234798,55.4,0,60.8,62.6,0,1674.3567,1606.4375,-6.9618115,0,0,10.57238,55.05933,0.0009684718,0.13528171,45.058075,-92.95465,975.9118
35.266,1.6116881,15.355652,1004.5,1.2427424,1.160271,29.234798,55.4,0,60.8,62.6,0,1674.3567,1633.0145,-6.816774,0,0,10.57238,55.27858,0.0010316413,0.1433209,45.058075,-92.95465,975.9118
35.516,1.6117865,15.355652,1006,1.2427424,1.160271,29.234798,55.4,0,60.8,62.6,0,1674.3567,1668.4507,-6.816774,0,0,10.571734,55.192787,0.001093809,0.15114766,45.058075,-92.95465,975.9118
35.767,1.6266246,15.355652,1004.75,1.2427424,1.149687,29.234798,55.4,0,60.8,62.6,0,1674.3567,1627.1085,-6.816774,0,0,10.475299,54.75736,0.0012183752,0.16660596,45.058075,-92.95465,975.9118
36.017,1.6117865,15.650953,1004,1.2427424,1.160271,29.234798,55.4,0,60.8,62.6,0,1674.3567,1624.1555,-6.671736,0,0,10.571734,55.302734,0.0012816502,0.17432265,45.05807,-92.954636,976.0702
36.266,0.8133123,15.060351,1014.5,0.6213712,1.149687,29.234798,55.4,0,60.8,62.6,0,1674.3567,1591.6724,-6.9618115,-2.2380824,-0.44761646,10.475299,54.231106,0.0013785231,0.1854516,45.05807,-92.954636,976.0702
36.515,0.8133123,15.650953,1019.75,0.6213712,1.149687,29.234798,55.4,0,60.8,62.6,0,1674.3567,1697.9807,-6.671736,-2.2380824,-0.44761646,10.475299,53.951904,0.001409993,0.18870294,45.05807,-92.954636,976.0702
36.766,0.80584407,15.060351,1013.5,0.6213712,1.160271,29.234798,55.4,0,60.8,62.6,0,1674.3567,1718.6519,-6.9618115,0,-0.44761646,10.57238,54.7877,0.0014418161,0.19194745,45.05807,-92.954636,976.0702
37.015,0,15.355652,1007.75,0,1.160271,29.234798,55.4,0,60.8,62.6,0,1674.3567,1689.1217,-6.816774,-2.5317063,-0.95395774,10.571734,55.096943,0.0014714247,0.19396241,45.058075,-92.95463,977.4344
37.266,0,14.76505,1033,0,1.042524,29.234798,55.4,0,60.8,62.6,0,1674.3567,1686.1687,-7.106849,-2.5317063,-0.95395774,9.49947,48.298443,0.0014714247,0.19305913,45.058075,-92.95463,977.4344
37.516,0,14.174448,1049.75,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1677.3097,-7.3969245,0,-0.95395774,9.173981,45.899292,0.0014714247,0.19218387,45.058075,-92.95463,977.4344
37.765,0,13.288545,1032,0,1.042524,29.234798,55.4,0,60.8,62.6,0,1674.3567,1609.3905,-7.832038,0,-0.95395774,9.49947,48.34524,0.0014714247,0.19051741,45.058075,-92.95463,977.4344
38.015,0,13.583846,1024.25,0,1.042524,29.234798,55.4,0,60.8,62.6,0,1674.3567,1641.8735,-7.6870003,0,-0.95395774,9.50121,48.71997,0.0014714247,0.18964066,45.058083,-92.95463,977.50806
38.266,0,13.583846,1024.25,0,1.061046,29.234798,55.4,0,60.8,62.6,0,1674.3567,1680.2627,-7.6870003,0,-0.5063413,9.670013,49.585552,0.0014714247,0.18868397,45.058083,-92.95463,977.50806
38.516,0,13.583846,1026,0,1.042524,29.234798,55.4,0,60.8,62.6,0,1674.3567,1703.8867,-7.6870003,0,-0.5063413,9.50121,48.63687,0.0014714247,0.18688393,45.058083,-92.95463,977.50806
38.775,0,13.583846,1026,0,1.042524,29.234798,55.4,0,60.8,62.6,0,1674.3567,1630.0615,-7.6870003,0,-0.5063413,9.50121,48.63687,0.0014714247,0.18605429,45.058083,-92.95463,977.50806
39.015,0,13.879147,1025.5,0,1.061046,29.234798,55.4,0,60.8,62.6,0,1674.3567,1665.4977,-7.541962,0,0,9.670013,49.525112,0.0014714247,0.18520738,45.058064,-92.95463,976.0286
39.265,0,13.879147,1019.5,0,1.042524,29.234798,55.4,0,60.8,62.6,0,1674.3567,1588.7194,-7.541962,0,0,9.50121,48.946964,0.0014714247,0.18361796,45.058064,-92.95463,976.0286
39.515,0,13.879147,1013.5,0,1.042524,29.234798,55.4,0,60.8,62.6,0,1674.3567,1624.1555,-7.541962,0,0,9.50121,49.236732,0.0014714247,0.18283676,45.058064,-92.95463,976.0286
39.765,0,13.583846,1015.25,0,1.042524,29.234798,55.4,0,60.8,62.6,0,1674.3567,1514.8942,-7.6870003,0,0,9.50121,49.151863,0.0014714247,0.18203308,45.058064,-92.95463,976.0286
40.016,0,13.879147,1016.75,0,1.051785,29.234798,55.4,0,60.8,62.6,0,1674.3567,1715.6989,-7.541962,0,0,9.585611,49.515335,0.0014714247,0.18035556,45.05807,-92.954636,976.3858
40.266,0,13.583846,1013.5,0,1.024002,29.234798,55.4,0,60.8,62.6,0,1674.3567,1662.5447,-7.6870003,0,0,9.332407,48.36197,0.0014714247,0.17960231,45.05807,-92.954636,976.3858
40.515,0,13.879147,1014,0,1.024002,29.234798,55.4,0,60.8,62.6,0,1674.3567,1686.1687,-7.541962,0,0,9.332407,48.338123,0.0014714247,0.17812715,45.05807,-92.954636,976.3858
40.765,0,13.583846,1012.25,0,1.033263,29.234798,55.4,0,60.8,62.6,0,1674.3567,1662.5447,-7.6870003,0,0,9.416808,48.85961,0.0014714247,0.17738593,45.05807,-92.954636,976.3858
41.015,0,13.583846,1011.5,0,1.033263,29.234798,55.4,0,60.8,62.6,0,1674.3567,1677.3097,-7.6870003,0,0,9.416808,48.89584,0.0014714247,0.17664954,45.05807,-92.954636,976.3858
41.265,0,13.583846,1012,0,1.024002,29.234798,55.4,0,60.8,62.6,0,1674.3567,1683.2157,-7.6870003,0,0,9.332407,48.43365,0.0014714247,0.17522207,45.05807,-92.954636,976.3858
41.516,0,13.288545,1009.5,0,1.024002,29.234798,55.4,0,60.8,62.6,0,1674.3567,1624.1555,-7.832038,0,0,9.332407,48.553596,0.0014714247,0.17452486,45.05807,-92.954636,976.3858
41.766,0,13.879147,1009.75,0,1.024002,29.234798,55.4,0,60.8,62.6,0,1674.3567,1659.5917,-7.541962,0,0,9.332407,48.541576,0.0014714247,0.17383379,45.05807,-92.954636,976.3858
42.016,0,13.583846,1007.5,0,1.014741,29.234798,55.4,0,60.8,62.6,0,1674.3567,1582.8134,-7.6870003,0,0,9.248005,48.209995,0.0014714247,0.17233261,45.0581,-92.95463,975.60095
42.267,0,13.583846,1008.75,0,1.024002,29.234798,55.4,0,60.8,62.6,0,1674.3567,1603.4844,-7.6870003,0,0,9.332407,48.589695,0.0014714247,0.17165631,45.0581,-92.95463,975.60095
42.516,0,13.879147,1008.75,0,1.033263,29.234798,55.4,0,60.8,62.6,0,1674.3567,1612.3435,-7.541962,0,0,9.416808,49.029137,0.0014714247,0.17093363,45.0581,-92.95463,975.60095
42.766,0,13.288545,1011.5,0,1.014741,29.234798,55.4,0,60.8,62.6,0,1674.3567,1576.9073,-7.832038,0,0,9.248005,48.019344,0.0014714247,0.16949919,45.0581,-92.95463,975.60095
43.016,0,13.583846,1009.75,0,1.014741,29.234798,55.4,0,60.8,62.6,0,1674.3567,1591.6724,-7.6870003,0,0,9.248005,48.10257,0.0014714247,0.16886833,45.058105,-92.95464,975.6802
43.266,0,13.288545,1010,0,1.024002,29.234798,55.4,0,60.8,62.6,0,1674.3567,1597.5784,-7.832038,0,0,9.332407,48.52956,0.0014714247,0.16755053,45.058105,-92.95464,975.6802
43.516,0,13.879147,1011,0,1.033263,29.234798,55.4,0,60.8,62.6,0,1674.3567,1606.4375,-7.541962,0,0,9.416808,48.92002,0.0014714247,0.16689326,45.058105,-92.95464,975.6802
43.765,0,13.879147,1013.5,0,1.024002,29.234798,55.4,0,60.8,62.6,0,1674.3567,1703.8867,-7.541962,0,0,9.332407,48.36197,0.0014714247,0.16612697,45.058105,-92.95464,975.6802
44.016,0,13.288545,1011,0,1.024002,29.234798,55.4,0,60.8,62.6,0,1674.3567,1715.6989,-7.832038,0,0,9.332407,48.48156,0.0014714247,0.16548641,45.058086,-92.954636,977.5326
44.266,0,13.879147,1010.75,0,1.024002,29.234798,55.4,0,60.8,62.6,0,1674.3567,1683.2157,-7.541962,0,0,9.332407,48.49355,0.0014714247,0.1641527,45.058086,-92.954636,977.5326
44.516,0,13.583846,1010.5,0,1.014741,29.234798,55.4,0,60.8,62.6,0,1674.3567,1715.6989,-7.6870003,0,0,9.248005,48.066868,0.0014714247,0.16351026,45.058086,-92.954636,977.5326
44.772,0,13.583846,1009.75,0,1.014741,29.234798,55.4,0,60.8,62.6,0,1674.3567,1662.5447,-7.6870003,0,0,9.248005,48.10257,0.0014714247,0.16282435,45.058086,-92.954636,977.5326
45.016,0,13.879147,1009.75,0,1.033263,29.234798,55.4,0,60.8,62.6,0,1674.3567,1680.2627,-7.541962,0,0,9.416808,48.980583,0.0014714247,0.1615894,45.058086,-92.95464,978.3587
45.265,0,13.583846,1010.5,0,1.014741,29.234798,55.4,0,60.8,62.6,0,1674.3567,1686.1687,-7.6870003,0,0,9.248005,48.066868,0.0014714247,0.16097529,45.058086,-92.95464,978.3587
45.516,0,13.879147,1008.75,0,1.014741,29.234798,55.4,0,60.8,62.6,0,1674.3567,1650.7325,-7.541962,0,0,9.248005,48.150253,0.0014714247,0.15980363,45.058086,-92.95464,978.3587
45.768,0,13.288545,1012.75,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1653.6855,-7.832038,0,0,9.175661,47.5849,0.0014714247,0.1592268,45.058086,-92.95464,978.3587
46.015,0,13.288545,1007,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1618.2495,-7.832038,0,0,9.175661,47.856613,0.0014714247,0.15865633,45.058083,-92.954636,978.0851
46.266,0,13.583846,1002.5,0,1.014741,29.234798,55.4,0,60.8,62.6,0,1674.3567,1621.2025,-7.6870003,0,0,9.248005,48.450443,0.0014714247,0.1575011,45.058083,-92.954636,978.0851
46.516,0,13.288545,1003.75,0,1.014741,29.234798,55.4,0,60.8,62.6,0,1674.3567,1579.8604,-7.832038,0,0,9.248005,48.390106,0.0014714247,0.15694173,45.058083,-92.954636,978.0851
46.766,0,13.583846,1001.25,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1633.0145,-7.6870003,0,0,9.175661,48.131443,0.0014714247,0.15583251,45.058083,-92.954636,978.0851
47.016,0,13.879147,998.5,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1582.8134,-7.541962,0,0,9.175661,48.264004,0.0014714247,0.15527578,45.058083,-92.954636,979.19653
47.267,0,13.879147,997.25,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1615.2965,-7.541962,0,0,9.177341,48.333355,0.0014714247,0.15463395,45.058083,-92.954636,979.19653
47.516,0,13.583846,1000.5,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1562.1423,-7.6870003,0,0,9.177341,48.17635,0.0014714247,0.15401597,45.058083,-92.954636,979.19653
47.767,0,13.583846,1002.25,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1621.2025,-7.6870003,0,0,9.175661,48.08342,0.0014714247,0.15293899,45.058083,-92.954636,979.19653
48.017,0,13.879147,1002.5,0,1.014741,29.234798,55.4,0,60.8,62.6,0,1674.3567,1644.8265,-7.541962,0,0,9.248005,48.450443,0.0014714247,0.15240489,45.058086,-92.95464,979.6967
48.266,0,13.288545,1005.75,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1579.8604,-7.832038,0,0,9.175661,47.916092,0.0014714247,0.151875,45.058086,-92.95464,979.6967
48.528,0,13.879147,1005.25,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1624.1555,-7.541962,0,0,9.175661,47.939922,0.0014714247,0.15075992,45.058086,-92.95464,979.6967
48.767,0,13.583846,1004.5,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1609.3905,-7.6870003,0,0,9.175661,47.97572,0.0014714247,0.15016168,45.058086,-92.95464,979.6967
49.021,0,13.583846,1003,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1659.5917,-7.6870003,0,0,9.175661,48.047466,0.0014714247,0.14965521,45.058094,-92.95464,979.7549
49.270,0,13.288545,1000.25,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1571.0013,-7.832038,0,0,9.175661,48.179565,0.0014714247,0.14863291,45.058094,-92.95464,979.7549
49.521,0,13.879147,1000.75,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1621.2025,-7.541962,0,0,9.175661,48.15549,0.0014714247,0.14813527,45.058094,-92.95464,979.7549
49.772,0,13.288545,1007,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1612.3435,-7.832038,0,0,9.175661,47.856613,0.0014714247,0.14713635,45.058094,-92.95464,979.7549
50.022,0,13.583846,1006.25,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1579.8604,-7.6870003,0,0,9.175661,47.89228,0.0014714247,0.14664665,45.0581,-92.95464,979.4745
50.273,0,13.879147,1004.25,0,1.014741,29.234798,55.4,0,60.8,62.6,0,1674.3567,1597.5784,-7.541962,0,0,9.248005,48.366013,0.0014714247,0.14609057,45.0581,-92.95464,979.4745
50.524,0,13.288545,1007,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1514.8942,-7.832038,0,0,9.175661,47.856613,0.0014714247,0.1450921,45.0581,-92.95464,979.4745
50.775,0,13.879147,1009,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1668.4507,-7.541962,0,0,9.175661,47.761753,0.0014714247,0.1446375,45.0581,-92.95464,979.4745
51.016,0,13.288545,1006.5,0,0.996219,29.234798,55.4,0,60.8,62.6,0,1674.3567,1692.0747,-7.832038,0,0,9.079202,47.377045,0.0014714247,0.14416835,45.0581,-92.95464,979.58746
51.268,0,13.288545,1004,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1695.0277,-7.832038,0,0,9.175661,47.99961,0.0014714247,0.1436571,45.0581,-92.95464,979.58746
51.527,0,13.879147,999.5,0,1.014741,29.234798,55.4,0,60.8,62.6,0,1674.3567,1668.4507,-7.541962,0,0,9.2497,48.60477,0.0014714247,0.14266706,45.0581,-92.95464,979.58746
51.766,0,13.879147,1002.75,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1680.2627,-7.541962,0,0,9.177341,48.06825,0.0014714247,0.14222357,45.0581,-92.95464,979.58746
52.016,0,13.288545,998.5,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1615.2965,-7.832038,0,0,9.177341,48.272846,0.0014714247,0.14132464,45.0581,-92.95464,979.6135
52.266,0,13.879147,1001.75,0,1.006803,29.234798,55.4,0,60.8,62.6,0,1674.3567,1680.2627,-7.541962,0,0,9.177341,48.116234,0.0014714247,0.14085832,45.0581,-92.95464,979.6135
52.519,0,13.879147,1006.25,0,0.996219,29.234798,55.4,0,60.8,62.6,0,1674.3567,1715.6989,-7.541962,0,0,9.079202,47.388817,0.0014714247,0.1404074,45.0581,-92.95464,979.6135
52.767,0,13.583846,1009.25,0,0.996219,29.234798,55.4,0,62.6,62.6,0,1674.3567,1644.8265,-7.6870003,0,0,9.079202,47.24795,0.0014714247,0.139451,45.0581,-92.95464,979.6135
53.016,0,13.583846,1012.75,0,0.996219,29.234798,55.4,0,62.6,62.6,0,1674.3567,1683.2157,-7.6870003,0,0,9.080033,47.088978,0.0014714247,0.13903536,45.0581,-92.95464,979.6135
53.267,0,13.583846,1008.75,0,0.988281,29.234798,55.4,0,62.6,62.6,0,1674.3567,1709.7928,-7.6870003,0,0,9.007683,46.899002,0.0014714247,0.13852216,45.0581,-92.95464,979.6135
53.516,0.9458248,13.288545,1008.5,0.6213712,0.988281,29.234798,55.4,0,62.6,62.6,0,1674.3567,1662.5447,-7.832038,2.608135,0.521627,9.007683,46.910625,0.0015330809,0.14344625,45.0581,-92.95464,979.6135
53.767,1.8568492,13.583846,1011,1.2427424,1.006803,29.234798,55.4,0,62.6,62.6,0,1674.3567,1692.0747,-7.6870003,2.5358586,1.0287987,9.176501,47.671635,0.0015951116,0.14878523,45.0581,-92.95464,979.6135
54.017,1.8765767,13.288545,1006.75,1.2427424,0.996219,29.234798,55.4,0,62.6,62.6,0,1674.3567,1624.1555,-7.832038,2.5358586,1.0287987,9.080033,47.369617,0.0016571303,0.15409505,45.0581,-92.95464,979.6135
54.266,1.8916496,13.583846,997.25,1.2427424,0.988281,29.234798,55.4,0,62.6,62.6,0,1674.3567,1633.0145,-7.6870003,0,1.0287987,9.007683,47.439827,0.0017918142,0.1655233,45.0581,-92.95464,979.6135
54.516,1.8912454,13.583846,995.75,1.2427424,0.988281,29.234798,55.4,0,62.6,62.6,0,1674.3567,1609.3905,-7.6870003,0,1.0287987,9.009608,47.521446,0.0018649537,0.17166647,45.0581,-92.95464,979.6135
54.766,1.8912454,13.583846,997.5,1.2427424,0.988281,29.234798,55.4,0,62.6,62.6,0,1674.3567,1659.5917,-7.6870003,0,1.0287987,9.009608,47.438076,0.001927734,0.17690477,45.0581,-92.95464,979.6135
55.016,1.8761756,13.879147,996,1.2427424,0.996219,29.234798,55.4,0,62.6,62.6,0,1674.3567,1671.4037,-7.541962,0,1.0287987,9.081974,47.89112,0.002001809,0.18303931,45.058098,-92.954666,980.23645
55.267,2.5019367,14.174448,974,1.8641136,1.120581,29.234798,55.4,0,62.6,62.6,0,1674.3567,1635.9675,-7.3969245,2.4701564,1.001203,10.2157135,55.086327,0.002156542,0.19593818,45.058098,-92.954666,980.23645
55.517,2.5023952,15.060351,986.25,1.8641136,1.120581,29.234798,55.4,0,62.6,62.6,0,1674.3567,1680.2627,-6.9618115,2.4701564,1.001203,10.213842,54.392147,0.0022504383,0.20377466,45.058098,-92.954666,980.23645
55.766,3.3969917,15.355652,933,2.4854848,1.100736,29.234798,55.4,0,62.6,62.6,0,1674.3567,1579.8604,-6.816774,2.6584473,1.0257207,10.032041,56.47311,0.0024925657,0.22424577,45.058098,-92.954666,980.23645
56.017,4.2462397,15.355652,935,3.1068559,1.100736,29.234798,55.4,0,62.6,62.6,0,1674.3567,1656.6385,-6.816774,2.36892,1.4995048,10.032041,56.35231,0.0026585704,0.23834226,45.0581,-92.95468,978.7916
56.267,4.3241997,15.355652,948.75,3.1068559,1.080891,29.234798,55.4,0,62.6,62.6,0,1674.3567,1718.6519,-6.816774,2.36892,1.4995048,9.851174,54.53437,0.0028091874,0.25106117,45.0581,-92.95468,978.7916
56.516,4.28812,15.355652,995.5,3.1068559,1.090152,29.234798,55.4,0,62.6,62.6,0,1674.3567,1606.4375,-6.816774,0,1.4995048,9.934062,52.410667,0.003121994,0.27720112,45.0581,-92.95468,978.7916
56.765,5.4669533,14.469749,1022.25,3.7282271,1.024002,29.234798,55.4,0,62.6,62.6,0,1674.3567,1706.8397,-7.251887,2.2526727,1.9500394,9.350389,48.0404,0.0033314796,0.2947983,45.0581,-92.95468,978.7916
57.017,5.4135833,14.469749,1022.25,3.7282271,1.014741,29.234798,55.4,0,62.6,62.6,0,1674.3567,1765.9,-7.251887,2.2526727,1.9500394,9.44257,48.514008,0.0035565584,0.31356162,45.058105,-92.954704,978.499
57.267,6.328812,13.288545,952.5,3.7282271,0.867888,29.234798,55.4,0,62.6,62.6,0,1674.3567,1621.2025,-7.832038,0,1.4560081,8.077051,44.537098,0.0039281007,0.34447077,45.058105,-92.954704,978.499
57.517,7.074771,13.583846,926.5,4.3495984,0.924777,29.234798,55.4,0,62.6,62.6,0,1674.3567,1588.7194,-7.6870003,2.5284348,1.4300056,8.429647,47.785713,0.0041458453,0.36258703,45.058105,-92.954704,978.499
57.767,6.7266583,13.879147,912.75,4.3495984,0.97902,29.234798,55.4,0,62.6,62.6,0,1674.3567,1659.5917,-7.541962,2.5284348,1.4300056,8.865892,51.015797,0.004364232,0.380606,45.058105,-92.954704,978.499
58.017,6.611329,14.469749,896,4.3495984,0.996219,29.234798,55.4,0,62.6,62.6,0,1674.3567,1656.6385,-7.251887,0,0.95622146,9.02055,52.87606,0.004829662,0.41863576,45.058105,-92.95473,978.72546
58.266,6.6642303,14.76505,900.75,4.3495984,0.988281,29.234798,55.4,0,62.6,62.6,0,1674.3567,1556.2363,-7.106849,0,0.95622146,8.948944,52.179703,0.0050459728,0.43615848,45.058105,-92.95473,978.72546
58.517,6.6650386,14.76505,918,4.3495984,0.988281,29.234798,55.4,0,62.6,62.6,0,1674.3567,1709.7928,-7.106849,0,0.95622146,8.947859,51.192993,0.005305104,0.4570211,45.058105,-92.95473,978.72546
58.766,6.7291064,14.469749,949.25,4.3495984,0.97902,29.234798,55.4,0,62.6,62.6,0,1674.3567,1597.5784,-7.251887,0,0.50568694,8.862666,49.03632,0.0057447343,0.49208537,45.058105,-92.95473,978.72546
59.017,6.7933683,14.174448,960.25,4.3495984,0.969759,29.234798,55.4,0,62.6,62.6,0,1674.3567,1609.3905,-7.3969245,0,0.50568694,8.778831,48.01605,0.005951211,0.5084481,45.0581,-92.95475,980.2208
59.266,6.7935743,14.174448,960.25,4.3495984,0.969759,29.234798,55.4,0,62.6,62.6,0,1674.3567,1665.4977,-7.3969245,0,0.50568694,8.778564,48.01459,0.0061688274,0.525602,45.0581,-92.95475,980.2208
59.517,5.629558,14.174448,954.25,3.7282271,0.996219,29.234798,55.4,0,62.6,62.6,0,1674.3567,1600.5314,-7.3969245,-2.443301,-0.48866022,9.080311,49.97728,0.0065411534,0.55420226,45.0581,-92.95475,980.2208
59.767,5.6684003,14.469749,953.75,3.7282271,0.996219,29.234798,55.4,0,62.6,62.6,0,1674.3567,1582.8134,-7.251887,0,-0.48866022,9.018088,49.660835,0.0067299637,0.5685946,45.0581,-92.95475,980.2208
60.017,5.6088114,14.469749,947,3.7282271,1.006803,29.234798,55.4,0,62.6,62.6,0,1674.3567,1591.6724,-7.251887,0,-0.48866022,9.113898,50.54617,0.006952115,0.5854046,45.058105,-92.95478,977.5579
60.267,5.5639234,14.469749,941.25,3.7282271,1.014741,29.234798,55.4,0,62.6,62.6,0,1674.3567,1653.6855,-7.251887,0,-0.48866022,9.187427,51.265236,0.0073225102,0.6131567,45.058105,-92.95478,977.5579
60.517,4.6373057,14.469749,948.75,3.1068559,1.014741,29.234798,55.4,0,62.6,62.6,0,1674.3567,1588.7194,-7.251887,-2.2324781,-0.9351558,9.186034,50.85227,0.0074986606,0.6259159,45.058105,-92.95478,977.5579
60.768,4.6373057,14.76505,954.5,3.1068559,1.014741,29.234798,55.4,0,62.6,62.6,0,1674.3567,1668.4507,-7.106849,-2.2324781,-0.9351558,9.186034,50.54593,0.0076561067,0.63725203,45.058105,-92.95478,977.5579
61.017,5.870041,13.288545,1007,3.1068559,0.801738,29.234798,55.4,0,62.6,62.6,0,1674.3567,1635.9675,-7.832038,0,-0.9351558,7.256925,37.849247,0.007970008,0.66005534,45.058105,-92.95479,980.4314
61.266,5.8299985,13.288545,1014,3.1068559,0.801738,29.234798,55.4,0,62.6,62.6,0,1674.3567,1638.9205,-7.832038,0,-0.44649562,7.306768,37.846127,0.00812612,0.671495,45.058105,-92.95479,980.4314
61.516,4.2609396,12.993244,965,2.4854848,0.877149,29.234798,55.4,0,62.6,62.6,0,1674.3567,1659.5917,-7.9770756,-2.5149305,-0.9494817,7.9979444,43.529648,0.008376091,0.6888652,45.058105,-92.95479,980.4314
61.766,3.0617807,12.993244,956.75,1.8641136,0.915516,29.234798,55.4,0,62.6,62.6,0,1674.3567,1683.2157,-7.9770756,-2.5102575,-1.4515332,8.347779,45.82543,0.008470085,0.69484115,45.058105,-92.95479,980.4314
62.017,2.9671438,12.993244,953.5,1.8641136,0.951237,29.234798,55.4,0,62.6,62.6,0,1674.3567,1591.6724,-7.9770756,-2.5102575,-1.4515332,8.614031,47.448208,0.00856074,0.70052224,45.058113,-92.954796,979.6707
62.266,1.9840322,13.583846,954.5,1.2427424,0.941976,29.234798,55.4,0,62.6,62.6,0,1674.3567,1668.4507,-7.6870003,-2.6207368,-1.5291849,8.588258,47.25668,0.008694909,0.70758057,45.058113,-92.954796,979.6707
62.516,2.041374,13.288545,961,1.2427424,0.915516,29.234798,55.4,0,62.6,62.6,0,1674.3567,1665.4977,-7.832038,0,-1.5291849,8.347014,45.618587,0.008757821,0.7109173,45.058113,-92.954796,979.6707
