Time (sec), Instant fuel economy (MPG), Calculated load value (%), Engine coolant temperature (°F), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Barometric pressure (inHg), Catalyst temperature (Bank 1 Sensor 1) (°F), Relative throttle position (%), Ambient air temperature (°F), Relative accelerator pedal position (%), Engine oil temperature (°F), Intake air temperature bank 1  sensor 1 (°F), Mass air flow rate (lb/min), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel (gal), Trip Fuel Economy (MPG), Average Trip CO2 Rate (lb/mile), Latitude (deg), Longitude (deg), Bearing (deg)
97.006,0,37.2549,149,11.516739,775,0,29.234798,784.22,3.9215686,82.4,0,132.8,100.4,0.5142521,-8.702264,4.8917475,33.15098,0,0.012877855,0,0,45.05808,-92.95466,-1
98.056,0,37.2549,149,11.516739,775,0,29.234798,784.22,3.9215686,82.4,0,132.8,100.4,0.5142521,-8.702264,4.8917475,33.15098,0,0.012877855,0,0,45.05808,-92.95466,-1
99.005,0,37.2549,149,11.81204,773.75,0,29.234798,784.4,3.9215686,82.4,0,132.8,100.4,0.5281195,-8.557226,4.8917475,33.20454,0,0.013122152,0,0,45.05808,-92.95466,-1
100.054,0,37.2549,149,11.81204,773.75,0,29.234798,784.4,3.9215686,82.4,0,132.8,100.4,0.5281195,-8.557226,4.8917475,33.20454,0,0.013122152,0,0,45.05808,-92.95466,-1
101.005,0,38.039215,149,11.81204,758.5,0,29.234798,784.94,5.098039,82.4,0,132.8,100.4,0.5272677,-8.557226,4.843434,33.53759,0,0.01336596,0,0,45.05808,-92.95466,-1
102.053,0,38.039215,149,11.81204,758.5,0,29.234798,784.94,5.098039,82.4,0,132.8,100.4,0.5272677,-8.557226,4.843434,33.53759,0,0.01336596,0,0,45.05808,-92.95466,-1
102.999,0,54.901962,149,16.241554,710.5,0,29.234798,785.48,4.7058825,82.4,0,134.6,102.2,0.7107041,-6.3816605,5.157472,38.12474,0,0.013654867,0,0,45.058075,-92.95466,-1
104.052,0,54.901962,149,16.241554,710.5,0,29.234798,785.48,4.7058825,82.4,0,134.6,102.2,0.7107041,-6.3816605,5.157472,38.12474,0,0.013654867,0,0,45.058075,-92.954666,-1
105.006,0,54.901962,149,16.241554,710.5,0,29.234798,785.48,4.7058825,82.4,0,134.6,102.2,0.7107041,-6.3816605,5.157472,38.12474,0,0.013654867,0,0,45.05808,-92.95467,-1
106.053,1.3268902,49.411766,149,15.650953,784.5,0.6213712,29.234798,787.28,4.7058825,82.4,0,134.6,102.2,0.64152044,-6.671736,6.4207945,42.986282,0.00031420376,0.01388829,0.022623645,866.16614,45.05808,-92.95467,-1
107.006,2.5795093,49.411766,149,15.355652,791.75,1.2427424,29.234798,788.72,5.098039,82.4,0,134.6,102.2,0.6949712,-6.816774,6.6056666,43.81902,0.0011232181,0.014179926,0.079211846,247.38516,45.05808,-92.95468,272.91977
108.052,2.5566912,50.980392,149,15.355652,791,1.2427424,29.234798,790.34,4.7058825,82.4,0,134.6,102.2,0.70139384,-6.816774,6.6646214,44.252018,0.0016807397,0.014395824,0.116751894,167.84169,45.05808,-92.95468,-1
109.004,2.5566912,50.980392,149,15.355652,791,1.2427424,29.234798,790.34,4.7058825,82.4,0,134.6,102.2,0.70139384,-6.816774,6.6646214,44.252018,0.0016807397,0.014395824,0.116751894,167.84169,45.05808,-92.95468,-1
110.054,2.5566912,50.980392,149,15.355652,791,1.2427424,29.234798,790.34,4.7058825,82.4,0,134.6,102.2,0.70139384,-6.816774,6.6646214,44.252018,0.0016807397,0.014395824,0.116751894,167.84169,45.05808,-92.9547,-1
111.004,2.4672964,50.19608,149,15.355652,835.25,1.2427424,29.234798,792.5,4.3137255,82.4,0,134.6,102.2,0.7007294,-6.816774,6.906093,43.426018,0.0021507929,0.014590118,0.14741436,132.9303,45.058075,-92.954704,-1
112.059,2.4672964,50.19608,149,15.355652,835.25,1.2427424,29.234798,792.5,4.3137255,82.4,0,134.6,102.2,0.7007294,-6.816774,6.906093,43.426018,0.0021507929,0.014590118,0.14741436,132.9303,45.058075,-92.95472,264.64246
113.003,2.4672964,50.19608,149,15.355652,835.25,1.2427424,29.234798,792.5,4.3137255,82.4,0,134.6,102.2,0.7007294,-6.816774,6.906093,43.426018,0.0021507929,0.014590118,0.14741436,132.9303,45.058075,-92.95473,263.2591
114.050,2.7250047,43.137257,149,12.993244,836.5,1.2427424,29.234798,795.56,4.3137255,82.4,0,134.6,102.2,0.6260942,-7.9770756,6.2529726,39.260395,0.003008165,0.01492602,0.20153831,97.231316,45.058075,-92.95474,268.25772
115.004,4.3919926,39.60784,149,12.697943,820.25,1.8641136,29.234798,796.64,4.3137255,82.4,0,134.6,102.2,0.6127805,-8.122113,5.81947,37.26244,0.004327052,0.015221031,0.28428113,68.93118,45.058067,-92.954765,252.2162
116.053,10.483152,39.60784,149,12.402642,848.5,4.3495984,29.234798,797.72,4.3137255,82.4,0,134.6,102.2,0.6051483,-8.267151,5.6889215,35.21374,0.0064684884,0.015432189,0.4191556,46.75074,45.058067,-92.954796,259.40857
116.997,10.483152,39.60784,149,12.402642,848.5,4.3495984,29.234798,797.72,4.3137255,82.4,0,134.6,102.2,0.6051483,-8.267151,5.6889215,35.21374,0.0064684884,0.015432189,0.4191556,46.75074,45.058064,-92.95483,268.39597
118.049,10.483152,39.60784,149,12.402642,848.5,4.3495984,29.234798,797.72,4.3137255,82.4,0,134.6,102.2,0.6051483,-8.267151,5.6889215,35.21374,0.0064684884,0.015432189,0.4191556,46.75074,45.058067,-92.95485,284.36243
119.003,12.429363,41.17647,149,12.402642,797.75,4.9709697,29.234798,799.16,5.882353,82.4,11.764706,134.6,102.2,0.607116,-8.267151,5.4835887,36.102074,0.007870839,0.015565897,0.5056463,38.754036,45.058075,-92.95487,299.96805
120.051,1.1294898,91.37255,152.6,22.738176,1062.5,1.2427424,29.234798,800.24,68.62745,82.4,12.54902,136.4,102.2,1.0464731,-3.1908302,15.085908,74.572136,0.008688847,0.01623295,0.53525984,36.609947,45.058075,-92.954865,-1
121.003,1.1294898,91.37255,152.6,22.738176,1062.5,1.2427424,29.234798,800.24,68.62745,82.4,12.54902,136.4,102.2,1.0464731,-3.1908302,15.085908,74.572136,0.008688847,0.01623295,0.53525984,36.609947,45.058056,-92.954865,169.6452
122.049,1.4699322,48.627453,152.6,27.462994,2288,4.3495984,29.234798,804.02,19.607843,82.4,12.941176,136.4,102.2,1.683381,-0.87022644,40.571823,93.132774,0.010563199,0.017713865,0.5963238,32.861065,45.05801,-92.95486,176.9464
123.001,2.9320698,58.039215,152.6,33.07371,2518.75,12.4274235,29.234798,807.08,20.392157,82.4,13.725491,136.4,102.2,4.3656063,1.8854905,58.113823,121.179306,0.015732823,0.019194238,0.8196638,23.90716,45.05794,-92.954865,182.55359
124.118,3.5124679,65.882355,152.6,37.798527,2316.25,16.777021,29.234798,808.88,16.078432,82.4,9.803922,136.4,102.2,5.492443,4.2060943,65.49003,148.4991,0.020180726,0.02041591,0.9884804,19.824203,45.05786,-92.954865,181.95883
125.107,5.839434,58.82353,152.6,30.711304,1864,20.505249,29.234798,813.02,8.235294,82.4,0.39215687,136.4,102.2,4.1038294,0.7251887,48.146748,135.66103,0.025440231,0.021327198,1.1928539,16.42769,45.05777,-92.95487,181.72702
126.109,61.594986,13.333333,152.6,8.268428,1280.75,22.369364,29.234798,818.42,3.5294118,82.4,0,136.4,102.2,0.88914883,-10.297679,4.9794445,20.41976,0.03325137,0.021457613,1.5496305,12.645489,45.05767,-92.95487,180.48814
127.103,61.594986,13.333333,152.6,8.268428,1280.75,22.369364,29.234798,818.42,3.5294118,82.4,0,136.4,102.2,0.88914883,-10.297679,4.9794445,20.41976,0.03325137,0.021457613,1.5496305,12.645489,45.057575,-92.95487,180.46954
128.109,61.594986,13.333333,152.6,8.268428,1280.75,22.369364,29.234798,818.42,3.5294118,82.4,0,136.4,102.2,0.88914883,-10.297679,4.9794445,20.41976,0.03325137,0.021457613,1.5496305,12.645489,45.0575,-92.95487,180.01015
129.112,78.08292,0,152.6,5.90602,1175.75,21.126621,29.234798,823.64,3.5294118,82.4,0,136.4,102.2,0.43638006,-11.457981,3.709767,16.57165,0.043240793,0.02160033,2.001858,9.788823,45.057426,-92.95488,182.62871
130.108,78.08292,0,152.6,5.90602,1175.75,21.126621,29.234798,823.64,3.5294118,82.4,0,136.4,102.2,0.43638006,-11.457981,3.709767,16.57165,0.043240793,0.02160033,2.001858,9.788823,45.057365,-92.95487,180.92189
131.121,78.08292,0,152.6,5.90602,1175.75,21.126621,29.234798,823.64,3.5294118,82.4,0,136.4,102.2,0.43638006,-11.457981,3.709767,16.57165,0.043240793,0.02160033,2.001858,9.788823,45.05731,-92.95487,181.01596
132.104,44.5222,0,152.6,5.90602,1071.75,14.912909,29.234798,823.64,3.9215686,82.4,0,136.4,102.2,0.40060422,-11.457981,4.5925975,22.506033,0.056283418,0.021889377,2.5712662,7.6210837,45.057262,-92.954865,181.42174
133.018,31.919546,0,152.6,7.087224,886.5,8.699197,29.234798,822.92,3.137255,82.4,0,136.4,102.2,0.43820292,-10.8778305,3.736759,22.138613,0.06143061,0.022037499,2.7875493,7.029772,45.05723,-92.95487,180.61012
134.007,19.10243,26.666666,152.6,7.677826,744.25,4.9709697,29.234798,822.56,3.5294118,82.4,0,136.4,102.2,0.3926654,-10.587755,3.5680022,25.179108,0.062874764,0.022112729,2.8433743,6.8917537,45.057213,-92.95487,182.38483
135.007,0,36.07843,152.6,11.516739,604.25,0,29.234798,820.76,3.137255,82.4,0,140,98.6,0.39681792,-8.702264,3.736759,32.479736,0.06330597,0.022233095,2.8473754,6.882069,45.057236,-92.95487,180.12106
136.003,0,36.07843,152.6,11.516739,604.25,0,29.234798,820.76,3.137255,82.4,0,140,98.6,0.39681792,-8.702264,3.736759,32.479736,0.06330597,0.022233095,2.8473754,6.882069,45.057236,-92.95487,180.15456
136.998,0,59.60784,152.6,13.879147,695.5,0,29.234798,820.04,4.3137255,82.4,0,140,98.6,0.48382136,-7.541962,4.7923646,36.18985,0.06330597,0.022315063,2.8369164,6.907442,45.057236,-92.95487,180.15456
