Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Mass air flow rate (lb/min), Barometric pressure (inHg), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Intake air temperature bank 1  sensor 2 (°F), Commanded fuel rail pressure A (inHg), Fuel rail pressure A (inHg), Boost (psi), Acceleration (ft/s²), Acceleration (Avg) (ft/s²), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
164.402,20.046192,23.62408,1799.5,38.525013,2.892078,29.234798,78.8,7.0588236,86,102.2,2675.427,2560.2598,-2.755717,4.0067106E-15,-0.49385485,26.350178,76.90698,1.4023576,19.129667,45.050304,-92.984146,1003.68396
164.502,23.674217,24.509983,1794.75,38.525013,2.448873,29.234798,78.8,0,86,102.2,891.809,2250.1936,-2.3206038,4.0067106E-15,-0.49385485,22.312067,65.293495,1.4042916,19.134726,45.050304,-92.984146,1003.68396
164.603,23.674217,24.509983,1794.75,38.525013,2.448873,29.234798,78.8,0,86,102.2,891.809,2250.1936,-2.3206038,4.0067106E-15,-0.49385485,22.312067,65.293495,1.4042916,19.134726,45.050304,-92.984146,1003.68396
164.702,29.389908,20.67107,1776.75,38.525013,1.774143,29.234798,78.8,0,86,102.2,891.809,1325.9015,-4.2060943,4.0067106E-15,-0.49385485,17.972862,53.128185,1.406221,19.143892,45.050304,-92.984146,1003.68396
164.802,29.389908,20.67107,1776.75,38.525013,1.774143,29.234798,78.8,0,86,102.2,891.809,1325.9015,-4.2060943,4.0067106E-15,-0.49385485,17.972862,53.128185,1.406221,19.143892,45.050304,-92.984146,1003.68396
164.903,35.09516,16.241554,1778,38.525013,1.485729,29.234798,78.8,4.7058825,86,102.2,1783.618,1535.5652,-6.3816605,4.0067106E-15,-0.49385485,15.051099,44.46011,1.4081422,19.15577,45.050304,-92.984146,1003.68396
165.002,31.249216,15.355652,1777,38.525013,1.678887,29.234798,78.8,0,86,102.2,891.809,1588.7194,-6.816774,4.0067106E-15,-0.49385485,16.903488,49.96006,1.4100729,19.165926,45.050304,-92.984146,1003.68396
165.102,31.249216,15.355652,1777,38.525013,1.678887,29.234798,78.8,0,86,102.2,891.809,1588.7194,-6.816774,4.0067106E-15,-0.49385485,16.903488,49.96006,1.4100729,19.165926,45.050304,-92.984146,1003.68396
165.202,49.13346,12.993244,1781.5,38.525013,1.080891,29.234798,78.8,10.196078,86,102.2,1485.364,1302.2775,-7.9770756,4.0067106E-15,-0.49385485,10.750733,31.694677,1.412005,19.181934,45.050304,-92.984146,1003.68396
165.302,49.13346,12.993244,1781.5,38.525013,1.080891,29.234798,78.8,10.196078,86,102.2,1485.364,1302.2775,-7.9770756,4.0067106E-15,-0.49385485,10.750733,31.694677,1.412005,19.181934,45.050304,-92.98437,1004.2952
165.402,26.836643,14.469749,1803,38.525013,2.014929,29.234798,78.8,9.803922,86,102.2,1836.7722,1638.9205,-7.251887,4.0067106E-15,3.460341E-15,19.682817,57.335762,1.413938,19.189417,45.050304,-92.98437,1004.2952
165.502,26.836643,14.469749,1803,38.525013,2.014929,29.234798,78.8,9.803922,86,102.2,1836.7722,1638.9205,-7.251887,4.0067106E-15,3.460341E-15,19.682817,57.335762,1.413938,19.189417,45.050304,-92.98437,1004.2952
165.603,11.61807,23.91938,1816.75,38.525013,4.70988,29.234798,78.8,8.627451,86,102.2,2864.4197,2480.5283,-2.6106794,4.0067106E-15,3.460341E-15,45.46545,131.43784,1.4158928,19.172167,45.050304,-92.98437,1004.2952
165.703,11.61807,23.91938,1816.75,38.525013,4.70988,29.234798,78.8,8.627451,86,102.2,2864.4197,2480.5283,-2.6106794,4.0067106E-15,3.460341E-15,45.46545,131.43784,1.4158928,19.172167,45.050304,-92.98437,1004.2952
165.802,21.615242,25.986488,1825.75,38.525013,2.561328,29.234798,78.8,8.235294,86,102.2,2755.1584,2634.085,-1.5954151,4.0067106E-15,3.460341E-15,24.43742,70.298836,1.41781,19.175098,45.050304,-92.98437,1004.2952
165.902,18.509766,26.87239,1844.5,39.146385,3.074652,29.234798,78.8,7.8431373,86,104,2755.1584,2758.1113,-1.1603019,2.5362523,0.5072505,28.99769,82.56934,1.4197636,19.17415,45.050304,-92.98437,1004.2952
166.002,18.509766,26.87239,1844.5,39.146385,3.074652,29.234798,78.8,7.8431373,86,104,2755.1584,2758.1113,-1.1603019,2.5362523,0.5072505,28.99769,82.56934,1.4197636,19.17415,45.050304,-92.98437,1004.2952
166.103,25.257513,25.395885,1838,38.525013,2.255715,29.234798,78.8,0,86,104,891.809,2681.333,-1.8854905,0.00078887655,0.00015777531,20.91341,59.76039,1.4216868,19.180399,45.050304,-92.98437,1004.2952
166.202,25.257513,25.395885,1838,38.525013,2.255715,29.234798,78.8,0,86,104,891.809,2681.333,-1.8854905,0.00078887655,0.00015777531,20.91341,59.76039,1.4216868,19.180399,45.050304,-92.98437,1004.2952
166.302,32.2781,20.67107,1825.5,39.146385,1.813833,29.234798,78.8,2.3529413,86,104,891.809,1712.7458,-4.2060943,0.015285803,0.5103076,16.628626,47.84192,1.4236294,19.191025,45.050304,-92.98459,1004.7893
166.402,32.2781,20.67107,1825.5,39.146385,1.813833,29.234798,78.8,2.3529413,86,104,891.809,1712.7458,-4.2060943,0.015285803,0.5103076,16.628626,47.84192,1.4236294,19.191025,45.050304,-92.98459,1004.7893
166.503,33.18463,17.127459,1811,39.146385,1.774143,29.234798,78.8,10.196078,86,104,2188.1804,2049.389,-5.946547,2.5507493,0.5103076,16.174368,46.90757,1.4255844,19.20213,45.050304,-92.98459,1004.7893
166.602,33.18463,17.127459,1811,39.146385,1.774143,29.234798,78.8,10.196078,86,104,2188.1804,2049.389,-5.946547,2.5507493,0.5103076,16.174368,46.90757,1.4255844,19.20213,45.050304,-92.98459,1004.7893
166.702,11.412427,26.87239,1837.5,39.146385,5.157054,29.234798,78.8,10.588235,86,104,3053.4124,2873.2788,-1.1603019,4.0067106E-15,0.5103076,47.031223,134.42902,1.4275353,19.184235,45.050304,-92.98459,1004.7893
166.802,11.412427,26.87239,1837.5,39.146385,5.157054,29.234798,78.8,10.588235,86,104,3053.4124,2873.2788,-1.1603019,4.0067106E-15,0.5103076,47.031223,134.42902,1.4275353,19.184235,45.050304,-92.98459,1004.7893
166.903,16.901098,28.053595,1846.75,39.146385,3.483459,29.234798,78.8,10.196078,86,104,3053.4124,2958.916,-0.58015096,4.0067106E-15,0.5103076,31.757727,90.31822,1.4295086,19.180658,45.050304,-92.98459,1004.7893
167.002,25.370918,26.28179,1877.5,39.146385,2.320542,29.234798,78.8,0,86,104,891.809,2743.3462,-1.4503773,4.0067106E-15,0.5103076,21.155735,59.180996,1.4314631,19.18705,45.050304,-92.98459,1004.7893
167.102,25.370918,26.28179,1877.5,39.146385,2.320542,29.234798,78.8,0,86,104,891.809,2743.3462,-1.4503773,4.0067106E-15,0.5103076,21.155735,59.180996,1.4314631,19.18705,45.050304,-92.98459,1004.7893
167.203,31.657526,20.375769,1870.5,39.767757,1.889244,29.234798,78.8,4.7058825,86,104,2135.0261,2362.408,-4.351132,2.5569527,1.0216981,17.223713,48.361874,1.4334317,19.197437,45.050304,-92.98459,1004.7893
167.302,31.657526,20.375769,1870.5,39.767757,1.889244,29.234798,78.8,4.7058825,86,104,2135.0261,2362.408,-4.351132,2.5569527,1.0216981,17.223713,48.361874,1.4334317,19.197437,45.05031,-92.98482,1005.7634
167.402,32.69698,16.536856,1853.25,39.146385,1.800603,29.234798,78.8,10.196078,86,104,1889.9264,2149.7913,-6.236623,0.027201246,0.51574785,16.415596,46.521824,1.4353904,19.208258,45.05031,-92.98482,1005.7634
167.502,32.69698,16.536856,1853.25,39.146385,1.800603,29.234798,78.8,10.196078,86,104,1889.9264,2149.7913,-6.236623,0.027201246,0.51574785,16.415596,46.521824,1.4353904,19.208258,45.05031,-92.98482,1005.7634
167.603,19.033613,19.785168,1879.25,39.146385,3.093174,29.234798,78.8,10.588235,86,104,2973.6812,2377.173,-4.6412077,-2.5297513,0.51574785,28.199608,78.81204,1.4373509,19.208017,45.05031,-92.98482,1005.7634
167.701,19.033613,19.785168,1879.25,39.146385,3.093174,29.234798,78.8,10.588235,86,104,2973.6812,2377.173,-4.6412077,-2.5297513,0.51574785,28.199608,78.81204,1.4373509,19.208017,45.05031,-92.98482,1005.7634
167.802,16.008125,27.462994,1896,39.767757,3.736152,29.234798,78.8,6.6666665,86,104,3079.9895,2831.9365,-0.87022644,2.5347598,0.51544935,34.06146,94.35371,1.4393367,19.202723,45.05031,-92.98482,1005.7634
167.902,20.493395,24.509983,1896,39.767757,2.9106,29.234798,78.8,8.627451,86,104,2864.4197,2941.198,-2.3206038,2.5347598,1.022542,26.606628,73.70307,1.441323,19.204388,45.05031,-92.98482,1005.7634
168.002,20.493395,24.509983,1896,39.767757,2.9106,29.234798,78.8,8.627451,86,104,2864.4197,2941.198,-2.3206038,2.5347598,1.022542,26.606628,73.70307,1.441323,19.204388,45.05031,-92.98482,1005.7634
168.102,16.56031,27.167692,1903.5,39.767757,3.595914,29.234798,78.8,2.3529413,86,104,2973.6812,3115.4255,-1.0152642,4.370957E-15,0.51239216,32.92572,90.84823,1.4433032,19.200182,45.05031,-92.98482,1005.7634
168.202,16.56031,27.167692,1903.5,39.767757,3.595914,29.234798,78.8,2.3529413,86,104,2973.6812,3115.4255,-1.0152642,4.370957E-15,0.51239216,32.92572,90.84823,1.4433032,19.200182,45.05031,-92.98482,1005.7634
168.302,27.181343,23.62408,1873.25,39.767757,2.190888,29.234798,78.8,1.5686275,86,104,891.809,2199.9924,-2.755717,4.370957E-15,0.51239216,20.060087,56.243347,1.4452854,19.207918,45.05031,-92.98504,1005.5953
168.403,27.181343,23.62408,1873.25,39.767757,2.190888,29.234798,78.8,1.5686275,86,104,891.809,2199.9924,-2.755717,4.370957E-15,0.51239216,20.060087,56.243347,1.4452854,19.207918,45.05031,-92.98504,1005.5953
168.502,32.82267,19.489866,1850,39.767757,1.813833,29.234798,78.8,0,86,104,891.809,1981.4697,-4.7862453,4.370957E-15,0.51239216,16.612303,47.161995,1.4472721,19.21886,45.05031,-92.98504,1005.5953
168.602,32.82267,19.489866,1850,39.767757,1.813833,29.234798,78.8,0,86,104,891.809,1981.4697,-4.7862453,4.370957E-15,0.51239216,16.612303,47.161995,1.4472721,19.21886,45.05031,-92.98504,1005.5953
168.702,41.715687,15.355652,1829,39.767757,1.426194,29.234798,78.8,0,86,104,891.809,1060.1306,-6.816774,4.370957E-15,0.51239216,13.070866,37.53399,1.4492644,19.23312,45.05031,-92.98504,1005.5953
168.802,63.147793,10.926137,1811,39.767757,0.941976,29.234798,78.8,0,86,104,891.809,891.809,-8.99234,4.370957E-15,0.51239216,8.634666,25.04155,1.4512441,19.251383,45.05031,-92.98504,1005.5953
168.903,63.147793,10.926137,1811,39.767757,0.941976,29.234798,78.8,0,86,104,891.809,891.809,-8.99234,4.370957E-15,0.51239216,8.634666,25.04155,1.4512441,19.251383,45.05031,-92.98504,1005.5953
169.002,69.828606,9.154331,1806.25,39.767757,0.858627,29.234798,78.8,0,86,104,891.809,894.762,-9.862566,4.370957E-15,0.0010016593,7.8085494,22.705265,1.4532278,19.270435,45.05031,-92.98504,1005.5953
169.102,69.828606,9.154331,1806.25,39.767757,0.858627,29.234798,78.8,0,86,104,891.809,894.762,-9.862566,4.370957E-15,0.0010016593,7.8085494,22.705265,1.4532278,19.270435,45.05031,-92.98504,1005.5953
169.202,82.932945,7.973127,1783.75,39.767757,0.723681,29.234798,78.8,0,86,104,891.809,891.809,-10.442718,4.370957E-15,0.5069519,6.574711,19.358725,1.4552159,19.290667,45.05031,-92.98504,1005.5953
169.302,82.932945,7.973127,1783.75,39.767757,0.723681,29.234798,78.8,0,86,104,891.809,891.809,-10.442718,4.370957E-15,0.5069519,6.574711,19.358725,1.4552159,19.290667,45.050304,-92.98527,1006.13873
169.402,85.417145,7.382525,1802.25,39.146385,0.691929,29.234798,78.8,1.1764706,86,104,891.809,1006.97644,-10.732793,-2.5365996,-0.00036799654,6.2837553,18.312105,1.4571693,19.310707,45.050304,-92.98527,1006.13873
169.503,90.320015,6.496622,1781.25,39.146385,0.652239,29.234798,78.8,3.9215686,86,100.4,1187.11,1187.11,-11.167906,-2.5365996,-0.5073199,5.942652,17.522236,1.4591284,19.331112,45.050304,-92.98527,1006.13873
169.602,90.320015,6.496622,1781.25,39.146385,0.652239,29.234798,78.8,3.9215686,86,100.4,1187.11,1187.11,-11.167906,-2.5365996,-0.5073199,5.942652,17.522236,1.4591284,19.331112,45.050304,-92.98527,1006.13873
169.702,46.479923,7.973127,1782.75,39.146385,1.267434,29.234798,78.8,5.490196,86,100.4,1187.11,1198.9221,-10.442718,4.370957E-15,-0.5073199,11.547791,34.020645,1.4610469,19.345951,45.050304,-92.98527,1006.13873
169.802,46.479923,7.973127,1782.75,39.146385,1.267434,29.234798,78.8,5.490196,86,100.4,1187.11,1198.9221,-10.442718,4.370957E-15,-0.5073199,11.547791,34.020645,1.4610469,19.345951,45.050304,-92.98527,1006.13873
169.902,33.610653,11.221438,1797.25,39.146385,1.74636,29.234798,78.8,8.235294,86,100.4,1538.5182,1266.8413,-8.847302,4.370957E-15,-0.5073199,15.969355,46.66733,1.4630071,19.356956,45.050304,-92.98527,1006.13873
170.003,33.610653,11.221438,1797.25,39.146385,1.74636,29.234798,78.8,8.235294,86,100.4,1538.5182,1266.8413,-8.847302,4.370957E-15,-0.5073199,15.969355,46.66733,1.4630071,19.356956,45.050304,-92.98527,1006.13873
170.102,20.099634,17.127459,1804.75,39.146385,2.929122,29.234798,78.8,12.54902,86,100.4,3000.258,2545.4946,-5.946547,4.370957E-15,-0.5073199,26.70399,77.71291,1.465073,19.357965,45.050304,-92.98527,1006.13873
170.202,20.099634,17.127459,1804.75,39.146385,2.929122,29.234798,78.8,12.54902,86,100.4,3000.258,2545.4946,-5.946547,4.370957E-15,-0.5073199,26.70399,77.71291,1.465073,19.357965,45.050304,-92.98527,1006.13873
170.301,15.350324,28.053595,1819.5,39.146385,3.835377,29.234798,78.8,12.941176,86,100.4,3000.258,2852.6077,-0.58015096,4.370957E-15,-0.5073199,34.966064,100.93198,1.4672694,19.350403,45.050304,-92.9855,1006.4041
170.402,15.350324,28.053595,1819.5,39.146385,3.835377,29.234798,78.8,12.941176,86,100.4,3000.258,2852.6077,-0.58015096,4.370957E-15,-0.5073199,34.966064,100.93198,1.4672694,19.350403,45.050304,-92.9855,1006.4041
170.502,16.440933,28.348896,1844.5,39.146385,3.5721,29.234798,78.8,12.54902,86,100.4,3106.5664,3012.0703,-0.43511322,4.370957E-15,-0.5073199,32.64659,92.95939,1.469222,19.345854,45.050304,-92.9855,1006.4041
170.602,16.440933,28.348896,1844.5,39.146385,3.5721,29.234798,78.8,12.54902,86,100.4,3106.5664,3012.0703,-0.43511322,4.370957E-15,-0.5073199,32.64659,92.95939,1.469222,19.345854,45.050304,-92.9855,1006.4041
170.703,13.491556,28.644197,1966,39.146385,4.344732,29.234798,78.8,10.196078,86,100.4,3242.405,3260.123,-0.29007548,4.370957E-15,-0.5073199,39.783436,106.28031,1.4711771,19.334703,45.050304,-92.9855,1006.4041
170.802,13.491556,28.644197,1966,39.146385,4.344732,29.234798,78.8,10.196078,86,100.4,3242.405,3260.123,-0.29007548,4.370957E-15,-0.5073199,39.783436,106.28031,1.4711771,19.334703,45.050304,-92.9855,1006.4041
170.902,14.635228,27.758293,2032,39.146385,4.004721,29.234798,78.8,8.235294,86,100.4,3242.405,3339.8542,-0.7251887,4.370957E-15,-0.5073199,36.674553,94.79276,1.4734939,19.324947,45.050304,-92.9855,1006.4041
171.002,14.635228,27.758293,2032,39.146385,4.004721,29.234798,78.8,8.235294,86,100.4,3242.405,3339.8542,-0.7251887,4.370957E-15,-0.5073199,36.674553,94.79276,1.4734939,19.324947,45.050304,-92.9855,1006.4041
171.102,16.352203,25.986488,2036,39.767757,3.640896,29.234798,78.8,6.6666665,86,100.4,3026.8352,3239.452,-1.5954151,2.536145,-9.091998E-05,33.34475,86.0169,1.4754786,19.320223,45.050304,-92.9855,1006.4041
171.203,18.157444,23.91938,2009.75,39.767757,3.279717,29.234798,78.8,7.0588236,86,100.4,3026.8352,3062.2715,-2.6106794,2.536145,0.50722903,30.029564,78.47675,1.4774653,19.31856,45.050304,-92.9855,1006.4041
171.302,18.157444,23.91938,2009.75,39.767757,3.279717,29.234798,78.8,7.0588236,86,100.4,3026.8352,3062.2715,-2.6106794,2.536145,0.50722903,30.029564,78.47675,1.4774653,19.31856,45.050304,-92.98572,1007.19244
171.402,14.781138,25.986488,1967.75,39.767757,4.029858,29.234798,78.8,7.8431373,84.2,100.4,3136.0967,3130.1907,-1.5954151,4.370957E-15,0.50722903,36.888912,98.46004,1.4794568,19.31058,45.050304,-92.98572,1007.19244
171.503,14.781138,25.986488,1967.75,39.767757,4.029858,29.234798,78.8,7.8431373,84.2,100.4,3136.0967,3130.1907,-1.5954151,4.370957E-15,0.50722903,36.888912,98.46004,1.4794568,19.31058,45.050304,-92.98572,1007.19244
171.602,15.239616,26.87239,1918.5,39.767757,3.908142,29.234798,78.8,8.235294,84.2,100.4,3242.405,3218.781,-1.1603019,4.370957E-15,0.50722903,35.779125,97.94944,1.481448,19.303648,45.050304,-92.98572,1007.19244
171.702,15.239616,26.87239,1918.5,39.767757,3.908142,29.234798,78.8,8.235294,84.2,100.4,3242.405,3218.781,-1.1603019,4.370957E-15,0.50722903,35.779125,97.94944,1.481448,19.303648,45.050304,-92.98572,1007.19244
171.802,15.144066,27.758293,1867.75,39.767757,3.931956,29.234798,78.8,11.372549,84.2,100.4,3351.6663,3378.2434,-0.7251887,4.370957E-15,0.50722903,36.00487,101.2457,1.4834327,19.296558,45.050304,-92.98572,1007.19244
171.902,15.144066,27.758293,1867.75,39.767757,3.931956,29.234798,78.8,11.372549,84.2,100.4,3351.6663,3378.2434,-0.7251887,4.370957E-15,0.50722903,36.00487,101.2457,1.4834327,19.296558,45.050304,-92.98572,1007.19244
172.002,12.838316,31.006605,1877.75,40.389126,4.70988,29.234798,78.8,11.372549,84.2,100.4,3457.9746,3336.9014,0.87022644,2.5314476,1.0135186,43.134926,120.64945,1.4854522,19.28337,45.050304,-92.98572,1007.19244
172.102,12.492036,31.892508,1898.75,40.389126,4.838211,29.234798,78.8,10.588235,84.2,100.4,3457.9746,3522.941,1.3053397,2.5314476,1.0135186,44.330627,122.622505,1.4874713,19.26915,45.050304,-92.98572,1007.19244
172.202,12.492036,31.892508,1898.75,40.389126,4.838211,29.234798,78.8,10.588235,84.2,100.4,3457.9746,3522.941,1.3053397,2.5314476,1.0135186,44.330627,122.622505,1.4874713,19.26915,45.050304,-92.98572,1007.19244
172.302,15.371257,30.711304,1929.25,40.389126,3.931956,29.234798,78.8,0,84.2,100.4,891.809,3295.559,0.7251887,4.370957E-15,1.0135186,36.02697,98.078384,1.4894797,19.262564,45.050304,-92.98595,1008.15753
172.403,15.371257,30.711304,1929.25,40.389126,3.931956,29.234798,78.8,0,84.2,100.4,891.809,3295.559,0.7251887,4.370957E-15,1.0135186,36.02697,98.078384,1.4894797,19.262564,45.050304,-92.98595,1008.15753
172.502,27.371706,23.91938,1925.75,40.389126,2.208087,29.234798,78.8,0,84.2,100.4,891.809,1576.9073,-2.6106794,4.370957E-15,1.0135186,20.231834,55.178444,1.4915019,19.270304,45.050304,-92.98595,1008.15753
172.602,27.371706,23.91938,1925.75,40.389126,2.208087,29.234798,78.8,0,84.2,100.4,891.809,1576.9073,-2.6106794,4.370957E-15,1.0135186,20.231834,55.178444,1.4915019,19.270304,45.050304,-92.98595,1008.15753
172.702,38.878597,16.832157,1924.5,40.389126,1.555848,29.234798,78.8,0,84.2,100.4,891.809,1266.8413,-6.091585,4.370957E-15,1.0135186,14.243822,38.87252,1.493512,19.283394,45.050304,-92.98595,1008.15753
172.802,38.878597,16.832157,1924.5,40.389126,1.555848,29.234798,78.8,0,84.2,100.4,891.809,1266.8413,-6.091585,4.370957E-15,1.0135186,14.243822,38.87252,1.493512,19.283394,45.050304,-92.98595,1008.15753
172.902,54.88431,13.288545,1906.25,40.389126,1.100736,29.234798,78.8,7.8431373,84.2,100.4,1783.618,1325.9015,-7.832038,4.370957E-15,0.50628954,10.089948,27.799892,1.4955242,19.300236,45.050304,-92.98595,1008.15753
173.003,24.663712,15.650953,1888.25,40.389126,2.448873,29.234798,78.8,8.627451,84.2,100.4,2297.442,2025.7649,-6.671736,4.370957E-15,0.50628954,22.453222,62.45299,1.4975228,19.30584,45.050304,-92.98595,1008.15753
173.102,24.663712,15.650953,1888.25,40.389126,2.448873,29.234798,78.8,8.627451,84.2,100.4,2297.442,2025.7649,-6.671736,4.370957E-15,0.50628954,22.453222,62.45299,1.4975228,19.30584,45.050304,-92.98595,1008.15753
173.202,13.456497,24.214682,1867.75,40.389126,4.504815,29.234798,78.8,7.0588236,84.2,98.6,2944.151,2985.4932,-2.4656415,4.370957E-15,0.50628954,41.153343,115.7232,1.499538,19.294569,45.050304,-92.98595,1008.15753
173.302,13.456497,24.214682,1867.75,40.389126,4.504815,29.234798,78.8,7.0588236,84.2,98.6,2944.151,2985.4932,-2.4656415,4.370957E-15,0.50628954,41.153343,115.7232,1.499538,19.294569,45.0503,-92.98618,1009.0789
173.403,27.257212,23.91938,1840,40.389126,2.223963,29.234798,78.8,5.882353,84.2,98.6,2702.0042,2828.9836,-2.6106794,4.370957E-15,0.50628954,20.316818,57.992516,1.5015519,19.302132,45.0503,-92.98618,1009.0789
173.502,27.257212,23.91938,1840,40.389126,2.223963,29.234798,78.8,5.882353,84.2,98.6,2702.0042,2828.9836,-2.6106794,4.370957E-15,0.50628954,20.316818,57.992516,1.5015519,19.302132,45.0503,-92.98618,1009.0789
173.601,21.475449,23.033478,1822,40.389126,2.816667,29.234798,78.8,6.27451,84.2,98.6,2702.0042,2808.3125,-3.0457926,4.370957E-15,0.50628954,25.786648,74.33282,1.5035635,19.304747,45.0503,-92.98618,1009.0789
173.702,21.188227,23.91938,1825.5,40.389126,2.853711,29.234798,78.8,0,84.2,98.6,2702.0042,2828.9836,-2.6106794,4.370957E-15,3.460341E-15,26.136204,75.196,1.5055844,19.307049,45.0503,-92.98618,1009.0789
173.802,21.188227,23.91938,1825.5,40.389126,2.853711,29.234798,78.8,0,84.2,98.6,2702.0042,2828.9836,-2.6106794,4.370957E-15,3.460341E-15,26.136204,75.196,1.5055844,19.307049,45.0503,-92.98618,1009.0789
173.902,28.874676,20.67107,1812.75,40.389126,2.094309,29.234798,78.8,8.235294,84.2,98.6,2188.1804,2025.7649,-4.2060943,4.370957E-15,3.460341E-15,19.178738,55.5669,1.5075992,19.315603,45.0503,-92.98618,1009.0789
174.002,28.874676,20.67107,1812.75,40.389126,2.094309,29.234798,78.8,8.235294,84.2,98.6,2188.1804,2025.7649,-4.2060943,4.370957E-15,3.460341E-15,19.178738,55.5669,1.5075992,19.315603,45.0503,-92.98618,1009.0789
174.102,27.182148,17.71806,1819,40.389126,2.223963,29.234798,78.8,8.235294,84.2,98.6,2297.442,2223.6165,-5.6564717,4.370957E-15,3.460341E-15,20.372923,58.824024,1.509616,19.323074,45.0503,-92.98618,1009.0789
174.201,27.182148,17.71806,1819,40.389126,2.223963,29.234798,78.8,8.235294,84.2,98.6,2297.442,2223.6165,-5.6564717,4.370957E-15,3.460341E-15,20.372923,58.824024,1.509616,19.323074,45.0503,-92.98618,1009.0789
174.302,13.186992,25.100586,1831.25,40.389126,4.581549,29.234798,78.8,8.627451,84.2,98.6,3000.258,2675.427,-2.0305283,4.370957E-15,3.460341E-15,41.9944,120.44196,1.5117582,19.31034,45.0503,-92.98642,1010.1648
174.402,13.186992,25.100586,1831.25,40.389126,4.581549,29.234798,78.8,8.627451,84.2,98.6,3000.258,2675.427,-2.0305283,4.370957E-15,3.460341E-15,41.9944,120.44196,1.5117582,19.31034,45.0503,-92.98642,1010.1648
174.502,16.683615,27.462994,1821.5,40.389126,3.640896,29.234798,78.8,10.980392,84.2,98.6,3106.5664,3029.7883,-0.87022644,4.370957E-15,3.460341E-15,33.193035,95.7088,1.513669,19.306505,45.0503,-92.98642,1010.1648
174.601,15.167924,29.5301,1838,40.389126,4.004721,29.234798,78.8,3.9215686,84.2,98.6,3242.405,3313.277,0.14503774,4.370957E-15,3.460341E-15,36.509926,104.327675,1.5156792,19.29952,45.0503,-92.98642,1010.1648
174.702,15.167924,29.5301,1838,40.389126,4.004721,29.234798,78.8,3.9215686,84.2,98.6,3242.405,3313.277,0.14503774,4.370957E-15,3.460341E-15,36.509926,104.327675,1.5156792,19.29952,45.0503,-92.98642,1010.1648
174.803,28.23192,24.214682,1853.5,41.010498,2.190888,29.234798,78.8,0,84.2,98.6,891.809,2350.596,-2.4656415,2.3987596,0.47975194,19.917154,56.43763,1.5178432,19.30823,45.0503,-92.98642,1010.1648
174.902,28.23192,24.214682,1853.5,41.010498,2.190888,29.234798,78.8,0,84.2,98.6,891.809,2350.596,-2.4656415,2.3987596,0.47975194,19.917154,56.43763,1.5178432,19.30823,45.0503,-92.98642,1010.1648
175.001,31.996035,19.194565,1881.5,40.389126,1.903797,29.234798,78.8,0,84.2,98.6,891.809,1417.4448,-4.931283,-0.14182541,-0.028365081,17.307764,48.31376,1.5198555,19.318373,45.0503,-92.98642,1010.1648
175.103,31.996035,19.194565,1881.5,40.389126,1.903797,29.234798,78.8,0,84.2,98.6,891.809,1417.4448,-4.931283,-0.14182541,-0.028365081,17.307764,48.31376,1.5198555,19.318373,45.0503,-92.98642,1010.1648
175.203,40.961918,15.355652,1889.25,40.389126,1.485729,29.234798,78.8,0,84.2,98.6,891.809,1139.8618,-6.816774,-2.540585,-0.028365081,13.519382,37.58387,1.5218749,19.331926,45.0503,-92.98642,1010.1648
175.303,40.961918,15.355652,1889.25,40.389126,1.485729,29.234798,78.8,0,84.2,98.6,891.809,1139.8618,-6.816774,-2.540585,-0.028365081,13.519382,37.58387,1.5218749,19.331926,45.0503,-92.98665,1011.32367
175.402,55.251667,12.107341,1886.5,40.389126,1.100736,29.234798,78.8,7.8431373,84.2,98.6,1836.7722,1833.8192,-8.412189,4.370957E-15,-0.028365081,10.0228615,27.904163,1.5238928,19.348583,45.0503,-92.98665,1011.32367
175.502,55.251667,12.107341,1886.5,40.389126,1.100736,29.234798,78.8,7.8431373,84.2,98.6,1836.7722,1833.8192,-8.412189,4.370957E-15,-0.028365081,10.0228615,27.904163,1.5238928,19.348583,45.0503,-92.98665,1011.32367
175.602,22.390306,16.536856,1898.25,40.389126,2.73861,29.234798,78.8,14.117647,84.2,98.6,2811.2656,2161.6033,-6.236623,4.370957E-15,-0.028365081,24.733017,68.43177,1.5259117,19.352062,45.0503,-92.98665,1011.32367
175.702,12.379255,29.234798,1943.75,40.389126,4.953312,29.234798,78.8,14.90196,84.2,98.6,3295.559,2864.4197,0,4.370957E-15,-0.028365081,44.7345,120.87494,1.527935,19.337639,45.0503,-92.98665,1011.32367
175.802,12.379255,29.234798,1943.75,40.389126,4.953312,29.234798,78.8,14.90196,84.2,98.6,3295.559,2864.4197,0,4.370957E-15,-0.028365081,44.7345,120.87494,1.527935,19.337639,45.0503,-92.98665,1011.32367
175.903,14.331456,29.5301,1925.25,40.389126,4.266675,29.234798,78.8,14.90196,84.2,98.6,3295.559,3106.5664,0.14503774,4.370957E-15,-0.028365081,38.64086,105.412895,1.5299503,19.328745,45.0503,-92.98665,1011.32367
