Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Ignition timing advance for #1 cylinder (deg), Mass air flow rate (lb/min), Barometric pressure (inHg), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
1093.031,110.40369,7.677826,2003,66.48672,21,0.906255,29.234798,73.4,1.9607843,77,-10.587755,8.257032,21.650957,15.32973,23.722206,44.874863,-93.07684,956.6515
1093.280,52.027206,9.744933,2002.25,65.86535,25.5,1.903797,29.234798,73.4,7.45098,77,-9.572491,17.357977,45.531807,15.335241,23.727907,44.874954,-93.076485,956.989
1093.530,34.03052,15.650953,2023,65.86535,22.5,2.9106,29.234798,73.4,7.0588236,77,-6.671736,26.537561,68.89683,15.338318,23.72935,44.874954,-93.076485,956.989
1093.781,34.951984,23.91938,2023,65.86535,19,2.833866,29.234798,73.4,7.45098,77,-2.6106794,25.837934,67.08045,15.343916,23.731918,44.874954,-93.076485,956.989
1094.031,34.951984,24.805285,2022,65.86535,28,2.833866,29.234798,73.4,7.45098,77,-2.175566,25.837934,67.11363,15.349011,23.734495,44.874954,-93.076485,956.989
1094.281,31.804226,25.986488,2027.5,65.86535,23,3.114342,29.234798,73.4,9.019608,77,-1.5954151,28.395191,73.555984,15.354454,23.736845,44.87503,-93.07612,956.4781
1094.530,33.204502,25.986488,2030.75,66.48672,16.5,3.011148,29.234798,73.4,8.627451,77,-1.5954151,27.454313,71.00488,15.357136,23.738026,44.87503,-93.07612,956.4781
1094.780,32.021877,26.87239,2019.75,65.86535,15,3.093174,29.234798,73.4,8.627451,77,-1.1603019,28.20219,73.33635,15.362693,23.740267,44.87503,-93.07612,956.4781
1095.030,32.104267,27.167692,2028.5,66.48672,15,3.114342,29.234798,73.4,9.019608,77,-1.0152642,28.395191,73.51972,15.368572,23.742552,44.87503,-93.07612,956.4781
1095.281,31.88753,27.758293,2024.75,66.48672,15,3.13551,29.234798,73.4,9.411765,77,-0.7251887,28.588192,74.15652,15.371446,23.743685,44.8751,-93.07575,956.1018
1095.530,25.34433,29.5301,2054.25,65.86535,9,3.908142,29.234798,73.4,11.372549,77,0.14503774,35.63271,91.102356,15.377452,23.744905,44.8751,-93.07575,956.1018
1095.781,24.810717,30.120703,2064,66.48672,8.5,4.029858,29.234798,73.4,11.372549,77,0.43511322,36.742462,93.49591,15.380151,23.745085,44.8751,-93.07575,956.1018
1096.030,23.289196,31.006605,2080.25,66.48672,5,4.293135,29.234798,73.4,11.372549,77,0.87022644,39.142902,98.82608,15.385729,23.744993,44.8751,-93.07575,956.1018
1096.280,22.05618,32.18781,2076.25,66.48672,1.5,4.529952,29.234798,73.4,10.980392,77,1.4503773,41.331127,104.55184,15.391658,23.744204,44.87515,-93.07538,956.35834
1096.531,26.901007,31.006605,2077,66.48672,1,3.713661,29.234798,73.4,0,77,0.87022644,33.88746,85.69127,15.394541,23.744726,44.87515,-93.07538,956.35834
1096.781,43.08634,20.080467,2042.25,66.48672,17,2.320542,29.234798,73.4,8.627451,77,-4.49617,21.157675,54.4118,15.399927,23.748787,44.87515,-93.07538,956.35834
1097.030,27.46128,27.167692,2061.5,66.48672,14,3.640896,29.234798,73.4,8.627451,77,-1.0152642,33.196075,84.57412,15.4055605,23.749594,44.87515,-93.07538,956.35834
1097.280,28.899979,26.57709,2057,66.48672,13,3.459645,29.234798,73.4,9.019608,77,-1.3053397,31.54351,80.539665,15.409304,23.750622,44.875187,-93.075,956.207
1097.531,29.909239,27.758293,2064.25,66.48672,13.5,3.34719,29.234798,73.4,8.627451,77,-0.7251887,30.479103,77.5486,15.414743,23.752235,44.875187,-93.075,956.207
1097.780,50.5477,26.28179,2066.75,67.108086,14.5,1.999053,29.234798,73.4,0,77,-1.4503773,18.203133,46.258575,15.417496,23.754484,44.875187,-93.075,956.207
1098.031,44.73885,18.603964,2032.5,67.108086,19.5,2.255715,29.234798,73.4,9.019608,77,-5.221359,20.56661,53.14547,15.423164,23.758942,44.875187,-93.075,956.207
1098.280,25.573183,22.738176,2047.25,67.108086,24,3.957093,29.234798,73.4,9.019608,77,-3.1908302,35.98013,92.305145,15.426518,23.759308,44.87521,-93.074615,955.5293
1098.531,29.401295,26.87239,2062.5,67.108086,13.5,3.437154,29.234798,73.4,9.411765,77,-1.1603019,31.29544,79.693184,15.431998,23.76093,44.87521,-93.074615,955.5293
1098.780,29.398605,27.167692,2072.25,67.108086,13,3.437154,29.234798,73.4,9.411765,77,-1.0152642,31.298304,79.325485,15.438172,23.76273,44.87521,-93.074615,955.5293
1099.030,33.795387,26.87239,2074,67.108086,13,2.98998,29.234798,73.4,0,77,-1.1603019,27.22639,68.94701,15.440859,23.763958,44.87521,-93.074615,955.5293
1099.281,40.66084,18.899263,2054,67.108086,23,2.481948,29.234798,73.4,9.019608,77,-5.0763206,22.629303,57.863514,15.446533,23.76814,44.875214,-93.074234,954.80383
1099.530,29.616491,26.57709,2062.5,67.108086,14.5,3.437154,29.234798,73.4,9.803922,77,-1.3053397,31.068043,79.11412,15.451947,23.769497,44.875214,-93.074234,954.80383
1099.781,26.36888,27.758293,2077.5,67.108086,12.5,3.859191,29.234798,73.4,10.980392,77,-0.7251887,34.89441,88.21631,15.454871,23.76994,44.875214,-93.074234,954.80383
1100.031,22.969852,30.416002,2104.5,67.108086,7,4.425435,29.234798,73.4,11.372549,77,0.58015096,40.058002,99.97109,15.460389,23.769943,44.875214,-93.074234,954.80383
1100.280,29.736864,28.348896,2105.5,67.108086,4.5,3.415986,29.234798,73.4,0,77,-0.43511322,30.942284,77.18469,15.465921,23.770689,44.875206,-93.073845,954.87476
1100.530,49.698193,22.738176,2075,67.108086,8,2.030805,29.234798,73.4,2.3529413,77,-3.1908302,18.514284,46.862225,15.46885,23.773037,44.875206,-93.073845,954.87476
1100.781,27.613499,20.966372,2086.75,67.108086,22.5,3.66471,29.234798,73.4,22.745098,77,-4.0610566,33.321617,83.86673,15.47449,23.775732,44.875206,-93.073845,954.87476
1101.031,16.430086,32.77841,2189.25,67.108086,5,6.137397,29.234798,73.4,20,77,1.7404529,56.002533,134.35269,15.479913,23.773594,44.875206,-93.073845,954.87476
1101.281,16.046793,33.07371,2197.25,67.108086,5,6.276312,29.234798,73.4,18.431372,77,1.8854905,57.340206,137.06099,15.483238,23.771135,44.875187,-93.07346,955.02716
1101.530,14.937227,36.617325,2241.5,67.72946,1.5,6.784344,29.234798,73.4,15.686275,77,3.6259434,62.169914,145.67183,15.488928,23.76664,44.875187,-93.07346,955.02716
1101.781,14.416867,37.503227,2245.5,67.72946,1,7.014546,29.234798,73.4,15.294118,77,4.0610566,64.413864,150.66084,15.491683,23.763899,44.875187,-93.07346,955.02716
1102.031,14.203553,39.865635,2220.5,68.35083,-0.5,7.185213,29.234798,73.4,9.803922,77,5.221359,65.98109,156.064,15.497425,23.757977,44.875187,-93.07346,955.02716
1102.280,44.994667,23.91938,2147.25,68.35083,7.5,2.272914,29.234798,73.4,7.45098,77,-2.6106794,20.828377,50.94562,15.503638,23.761242,44.87516,-93.073074,955.6721
1102.531,33.99265,22.442877,2124.75,68.35083,18.5,3.011148,29.234798,73.4,7.45098,77,-3.335868,27.56966,68.14871,15.506414,23.762524,44.87516,-93.073074,955.6721
1102.780,27.168455,26.28179,2119.5,68.35083,14,3.81024,29.234798,73.4,7.45098,77,-1.4503773,34.494633,85.47757,15.512654,23.76349,44.87516,-93.073074,955.6721
1103.030,28.075045,26.57709,2115.5,68.35083,15,3.687201,29.234798,73.4,7.8431373,77,-1.3053397,33.38074,82.87376,15.515427,23.764143,44.87516,-93.073074,955.6721
1103.281,44.93047,21.852274,2089.25,68.35083,17.5,2.304666,29.234798,73.4,0,77,-3.6259434,20.858135,52.434746,15.521061,23.766804,44.875137,-93.072685,955.59424
1103.531,69.28636,14.76505,2075.25,68.35083,20.5,1.485729,29.234798,73.4,0,77,-7.106849,13.525978,34.232006,15.526369,23.771639,44.875137,-93.072685,955.59424
1103.780,105.17559,8.85903,2071.5,68.35083,18,0.97902,29.234798,73.4,3.5294118,77,-10.007604,8.910488,22.59179,15.531657,23.777805,44.875137,-93.072685,955.59424
1104.031,108.13198,7.677826,2055.75,68.35083,21,0.951237,29.234798,73.4,4.3137255,77,-10.587755,8.66687,22.14247,15.534854,23.781622,44.875137,-93.072685,955.59424
1104.281,48.267105,12.107341,2061.25,67.72946,28,2.110185,29.234798,73.4,5.098039,77,-8.412189,19.239733,49.02329,15.540561,23.78694,44.875114,-93.072296,955.1619
1104.531,39.52055,17.71806,2065.25,67.72946,23,2.577204,29.234798,73.4,5.882353,77,-5.6564717,23.497805,59.756992,15.546266,23.790762,44.875114,-93.072296,955.1619
1104.781,42.698853,19.785168,2067,67.72946,22,2.385369,29.234798,73.4,5.882353,77,-4.6412077,21.748737,55.262135,15.549021,23.79263,44.875114,-93.072296,955.1619
1105.031,55.746582,18.013361,2049.5,67.72946,20.5,1.827063,29.234798,73.4,4.7058825,77,-5.511434,16.658352,42.689213,15.554713,23.797085,44.875114,-93.072296,955.1619
1105.280,32.06415,18.308662,2062.5,67.72946,31.5,3.176523,29.234798,73.4,8.235294,77,-5.3663964,28.96213,73.75146,15.560403,23.8004,44.875095,-93.07191,954.4326
1105.531,30.42926,23.62408,2073.5,67.72946,22.5,3.34719,29.234798,73.4,8.235294,77,-2.755717,30.518196,77.301674,15.563104,23.8013,44.875095,-93.07191,954.4326
1105.781,33.825146,24.805285,2084,67.72946,19,3.011148,29.234798,73.4,7.0588236,77,-2.175566,27.454313,69.190575,15.568237,23.80338,44.875095,-93.07191,954.4326
1106.031,48.632996,21.852274,2063.25,67.72946,13.5,2.094309,29.234798,73.4,0,77,-3.6259434,19.094982,48.607296,15.573879,23.80704,44.875095,-93.07191,954.4326
1106.281,58.723137,16.832157,2054.25,67.72946,18,1.734453,29.234798,73.4,4.7058825,77,-6.091585,15.813974,40.431683,15.577668,23.810484,44.875072,-93.071526,953.6403
1106.530,40.01353,16.536856,2051.75,67.72946,33.5,2.545452,29.234798,73.4,7.0588236,77,-6.236623,23.208303,59.409107,15.5834,23.81494,44.875072,-93.071526,953.6403
1106.781,31.055277,23.62408,2061.25,67.72946,26,3.279717,29.234798,73.4,7.8431373,77,-2.755717,29.903008,76.19356,15.588451,23.81682,44.875072,-93.071526,953.6403
1107.030,32.928158,24.805285,2073,67.72946,24.5,3.093174,29.234798,73.4,7.8431373,77,-2.175566,28.20219,71.45253,15.591408,23.81807,44.875072,-93.071526,953.6403
1107.281,50.950386,21.556973,2070.75,67.72946,15,1.999053,29.234798,73.4,0,77,-3.770981,18.22648,46.228436,15.596932,23.82154,44.87505,-93.07114,952.73737
1107.531,86.25449,12.402642,2050.75,67.72946,18,1.180116,29.234798,73.4,4.7058825,77,-8.267151,10.766351,27.573372,15.602594,23.827265,44.87505,-93.07114,952.73737
1107.781,50.950386,12.107341,2039.5,67.72946,29,1.999053,29.234798,73.4,6.6666665,77,-8.412189,18.22648,46.936768,15.605536,23.829657,44.87505,-93.07114,952.73737
1108.031,29.0623,23.033478,2084,67.72946,25,3.504627,29.234798,73.4,8.627451,77,-3.0457926,31.953636,80.52981,15.611687,23.832262,44.87505,-93.07114,952.73737
1108.281,32.06415,24.805285,2086.5,67.72946,15.5,3.176523,29.234798,73.4,10.980392,77,-2.175566,28.96213,72.90313,15.614931,23.833532,44.875023,-93.07075,951.61487
1108.531,28.513344,27.167692,2112.75,67.72946,10,3.5721,29.234798,73.4,10.196078,77,-1.0152642,32.568825,80.96327,15.62046,23.83478,44.875023,-93.07075,951.61487
1108.781,28.69401,27.167692,2108.5,67.72946,9.5,3.549609,29.234798,73.4,9.019608,77,-1.0152642,32.36376,80.61567,15.62616,23.836157,44.875023,-93.07075,951.61487
1109.031,52.672764,25.986488,2100.75,68.35083,7,1.951425,29.234798,73.4,0,77,-1.5954151,17.792229,44.48259,15.628903,23.838448,44.875023,-93.07075,951.61487
1109.281,46.81001,16.832157,2068.75,67.72946,32,2.190888,29.234798,73.4,5.490196,77,-6.091585,19.838623,50.366016,15.634605,23.843029,44.875,-93.070366,950.5869
1109.532,41.32056,19.785168,2068.75,67.72946,32.5,2.481948,29.234798,73.4,6.6666665,77,-4.6412077,22.47419,57.057156,15.640345,23.846737,44.875,-93.070366,950.5869
1109.781,35.937588,21.852274,2068.5,67.72946,29,2.853711,29.234798,73.4,6.6666665,77,-3.6259434,25.840527,65.61149,15.643101,23.84815,44.875,-93.070366,950.5869
1110.031,37.609318,23.033478,2065.75,68.35083,24,2.73861,29.234798,73.4,6.6666665,77,-3.0457926,24.918447,63.354473,15.648839,23.85135,44.875,-93.070366,950.5869
1110.281,53.50711,18.308662,2054.25,68.35083,18,1.920996,29.234798,73.4,0.78431374,77,-5.3663964,17.514791,44.78017,15.654518,23.855787,44.874977,-93.06998,948.98346
1110.530,68.6328,14.174448,2050.25,68.35083,19,1.497636,29.234798,73.4,0,77,-7.3969245,13.654781,34.979374,15.657481,23.858732,44.874977,-93.06998,948.98346
1110.782,111.37524,8.85903,2040,68.35083,17.5,0.924777,29.234798,73.4,0,77,-10.007604,8.41449,21.663654,15.663068,23.865292,44.874977,-93.06998,948.98346
1111.031,125.67717,7.087224,2051.25,67.72946,18,0.810999,29.234798,73.4,0,77,-10.8778305,7.3891397,18.919487,15.668797,23.872343,44.874977,-93.06998,948.98346
1111.281,133.28738,6.791923,2034.75,67.72946,17.5,0.764694,29.234798,73.4,0,77,-11.022868,6.9672475,17.983915,15.671579,23.875824,44.874958,-93.06959,946.5497
1111.530,43.305286,10.335535,2079,67.72946,20.5,2.353617,29.234798,73.4,6.27451,77,-9.282415,21.444176,54.17375,15.677244,23.881285,44.874958,-93.06959,946.5497
1111.781,37.470867,20.67107,2074,67.72946,20,2.720088,29.234798,73.4,7.45098,77,-4.2060943,24.78315,62.75984,15.682731,23.88422,44.874958,-93.06959,946.5497
1112.031,29.632828,22.738176,2064.25,67.72946,18.5,3.093174,29.5301,73.4,7.45098,77,-3.1908302,31.338427,79.73499,15.685696,23.885096,44.874958,-93.06959,946.5497
1112.281,40.63434,22.147575,2068.5,67.72946,29,2.255715,29.5301,73.4,0,77,-3.6259434,22.853727,58.027733,15.691281,23.887815,44.87493,-93.06921,944.5746
1112.531,53.706627,16.241554,2061.5,67.72946,19,1.70667,29.234798,73.4,0,77,-6.3816605,17.29109,44.052757,15.696516,23.891954,44.87493,-93.06921,944.5746
1112.781,79.85353,12.402642,2048,67.72946,18,1.160271,29.5301,73.4,0,77,-8.267151,11.629369,29.823614,15.699682,23.895332,44.87493,-93.06921,944.5746
1113.031,125.67717,7.973127,2055.25,67.72946,18,0.810999,29.234798,73.4,0,77,-10.587755,7.3891397,18.882666,15.70542,23.902124,44.87493,-93.06921,944.5746
1113.281,134.6855,6.496622,2034.25,67.72946,17.5,0.756756,29.5301,73.4,0,77,-11.167906,6.894923,17.801605,15.711051,23.909166,44.87491,-93.06882,941.5017
1113.531,144.81223,6.791923,2035.5,67.72946,18.5,0.703836,29.5301,73.4,0.78431374,77,-11.167906,6.4127607,16.54657,15.713367,23.91211,44.87491,-93.06882,941.5017
1113.781,96.86969,7.382525,2045,67.108086,24.5,1.042524,29.234798,73.4,0,77,-10.732793,9.4986,24.394974,15.719023,23.918892,44.87491,-93.06882,941.5017
1114.031,121.549866,7.087224,2032,67.108086,17.5,0.830844,29.5301,73.4,0,77,-11.022868,7.5699506,19.566061,15.725087,23.926228,44.87491,-93.06882,941.5017
1114.281,132.06456,6.791923,2033,67.108086,17.5,0.764694,29.234798,73.4,0,77,-11.167906,6.9672475,17.999395,15.727795,23.929602,44.87489,-93.068436,938.7582
1114.532,84.16022,7.382525,2046.25,67.108086,21,1.199961,29.5301,73.4,4.3137255,77,-10.732793,10.933034,28.061834,15.733542,23.93632,44.87489,-93.068436,938.7582
1114.781,67.10258,8.85903,2032,67.108086,26.5,1.353429,29.5301,73.4,4.3137255,77,-10.152641,13.712236,35.442036,15.736261,23.93898,44.87489,-93.068436,938.7582
1115.031,47.70392,12.993244,2036.5,67.108086,29,1.903797,29.5301,73.4,5.882353,77,-8.122113,19.288279,49.744278,15.741732,23.943634,44.87489,-93.068436,938.7582
1115.281,27.491365,22.147575,2063,67.108086,19,3.303531,29.5301,73.4,7.8431373,77,-3.6259434,33.469654,85.209114,15.74701,23.945484,44.874866,-93.068054,936.7073
1115.531,31.130127,24.509983,2067.5,67.108086,26.5,2.948967,29.5301,73.4,8.627451,77,-2.4656415,29.557428,75.08534,15.752525,23.947426,44.874866,-93.068054,936.7073
1115.782,32.15708,24.805285,2065.25,67.108086,26,2.872233,29.5301,73.4,8.235294,77,-2.3206038,28.613495,72.76664,15.755252,23.948484,44.874866,-93.068054,936.7073
1116.031,33.015106,25.395885,2059.75,67.72946,27,2.892078,29.5301,73.4,5.882353,77,-2.0305283,28.127916,71.72278,15.760928,23.950762,44.874866,-93.068054,936.7073
1116.281,53.499355,18.308662,2050.75,67.72946,18,1.827063,29.5301,73.4,0,77,-5.511434,17.358082,44.455254,15.766502,23.955103,44.874847,-93.06767,933.9224
1116.532,90.10035,12.107341,2040,67.72946,18.5,1.109997,29.5301,73.4,0.78431374,77,-8.557226,10.306799,26.535526,15.7717705,23.96066,44.874847,-93.06767,933.9224
1116.781,101.76987,9.449632,2016.25,67.72946,18.5,0.988281,29.5301,73.4,0,77,-9.862566,9.124962,23.769539,15.774567,23.96391,44.874847,-93.06767,933.9224
1117.031,130.4843,7.382525,2035.25,67.108086,17.5,0.773955,29.5301,73.4,0,77,-10.8778305,7.0516257,18.197243,15.780599,23.971268,44.874847,-93.06767,933.9224
1117.282,132.06456,7.087224,2033.5,67.108086,17.5,0.764694,29.5301,73.4,0,77,-11.022868,6.9672475,17.99497,15.783548,23.974936,44.874832,-93.06728,931.42896
1117.531,139.54903,6.201321,2029,67.108086,17.5,0.723681,29.5301,73.4,0,77,-11.457981,6.5935717,17.067612,15.789165,23.981995,44.874832,-93.06728,931.42896
1117.781,144.845,5.90602,2027.5,67.108086,12.5,0.697221,29.5301,73.4,0,77,-11.603019,6.3524904,16.455732,15.794599,23.988867,44.874832,-93.06728,931.42896
1118.031,143.48367,5.90602,2027.25,67.108086,12.5,0.703836,29.5301,73.4,0,77,-11.603019,6.4127607,16.613907,15.797929,23.99308,44.874832,-93.06728,931.42896
1118.282,139.53233,5.610719,2018,66.48672,12.5,0.717066,29.5301,73.4,0,77,-11.748056,6.5333014,17.003784,15.803422,23.999994,44.874813,-93.0669,928.6366
1118.532,138.2569,5.90602,2018,66.48672,12.5,0.723681,29.5301,73.4,0,77,-11.603019,6.5935717,17.160646,15.809094,24.007132,44.874813,-93.0669,928.6366
1118.781,140.83151,5.610719,2013.25,66.48672,12.5,0.710451,29.5301,73.4,0,77,-11.748056,6.473031,16.886671,15.811818,24.010563,44.874813,-93.0669,928.6366
1119.032,140.83151,5.90602,2008.5,66.48672,12.5,0.710451,29.5301,73.4,0,77,-11.603019,6.473031,16.926607,15.817412,24.017616,44.874813,-93.0669,928.6366
1119.281,142.15512,5.90602,2003,66.48672,12.5,0.703836,29.5301,73.4,0,77,-11.603019,6.4127607,16.81505,15.820531,24.021551,44.8748,-93.06652,925.68097
1119.531,140.82657,5.90602,1999,65.86535,12.5,0.703836,29.5301,73.4,0,77,-11.603019,6.4127607,16.848696,15.826092,24.02856,44.8748,-93.06652,925.68097
1119.782,143.24997,5.610719,1992.25,65.86535,13,0.691929,29.5301,73.4,0,77,-11.748056,6.304274,16.619781,15.8314705,24.035362,44.8748,-93.06652,925.68097
1120.031,146.04237,5.610719,1993.25,65.86535,13,0.678699,29.5301,73.4,0,77,-11.748056,6.1837335,16.293825,15.833768,24.038277,44.8748,-93.06652,925.68097
1120.281,144.63269,5.90602,1988.5,65.86535,13,0.685314,29.5301,73.4,0,77,-11.603019,6.244004,16.491936,15.83971,24.0458,44.874786,-93.06615,924.0488
1120.531,146.04237,5.610719,1987.25,65.86535,12,0.678699,29.5301,73.4,0,77,-11.748056,6.1837335,16.343021,15.843853,24.051052,44.874786,-93.06615,924.0488
1120.781,143.26823,5.90602,1978,65.24397,12,0.685314,29.5301,73.4,0,77,-11.603019,6.244004,16.579481,15.849327,24.057959,44.874786,-93.06615,924.0488
1121.032,143.26823,5.90602,1974.25,65.24397,12,0.685314,29.5301,73.4,0,77,-11.603019,6.244004,16.610973,15.854663,24.064697,44.874786,-93.06615,924.0488
1121.282,144.66461,5.610719,1972.25,65.24397,12,0.678699,29.5301,73.4,0,78.8,-11.748056,6.1837335,16.467318,15.857494,24.06828,44.87477,-93.065765,921.65393
1121.531,143.26823,5.90602,1968.5,65.24397,12,0.685314,29.5301,73.4,7.0588236,78.8,-11.603019,6.244004,16.659494,15.8633795,24.075705,44.87477,-93.065765,921.65393
1121.781,41.716103,10.335535,2013,65.24397,14,2.353617,29.5301,73.4,6.6666665,78.8,-9.427453,21.444176,55.949944,15.866063,24.077427,44.87477,-93.065765,921.65393
1122.032,37.125034,21.556973,1999,65.24397,18,2.644677,29.5301,73.4,6.27451,78.8,-3.916019,24.09607,63.30929,15.871539,24.079926,44.87477,-93.065765,921.65393
1122.282,27.733181,22.442877,1980.25,65.24397,20.5,3.176523,29.5301,73.4,6.6666665,78.8,-3.4809058,32.256214,85.55146,15.877045,24.081167,44.87476,-93.0654,920.0221
1122.531,30.168158,23.62408,1981.25,65.24397,16.5,2.9106,29.5301,73.4,3.137255,78.8,-2.9007547,29.652702,78.60661,15.87967,24.081972,44.87476,-93.0654,920.0221
1122.782,46.60409,18.899263,1967.25,65.24397,12.5,1.935549,29.5301,73.4,0,77,-5.221359,19.19504,51.24642,15.885184,24.085865,44.87476,-93.0654,920.0221
1123.031,80.62791,12.107341,1966.75,65.24397,17,1.139103,29.5301,73.4,4.3137255,77,-8.557226,11.095009,29.628698,15.890649,24.091179,44.87476,-93.0654,920.0221
1123.281,66.834206,10.926137,1966.5,65.24397,23,1.390473,29.5301,73.4,4.7058825,77,-9.137378,13.384873,35.74822,15.893281,24.09373,44.87475,-93.065025,918.08875
1123.532,44.378883,15.060351,1981,65.24397,25.5,2.14326,29.5301,73.4,7.0588236,77,-7.106849,20.157501,53.44244,15.898804,24.097927,44.87475,-93.065025,918.08875
1123.781,31.53907,23.32878,2013.75,65.86535,24.5,3.114342,29.5301,73.4,7.45098,77,-3.0457926,28.633917,74.680855,15.904515,24.10004,44.87475,-93.065025,918.08875
1124.031,33.815334,24.805285,2016.75,65.86535,25,2.929122,29.5301,73.4,7.45098,77,-2.3206038,26.706436,69.55013,15.907399,24.101295,44.87475,-93.065025,918.08875
1124.282,34.248466,25.100586,2011.25,65.86535,26,2.892078,29.5301,73.4,9.019608,77,-2.175566,26.368687,68.85833,15.9127655,24.103685,44.87474,-93.06465,916.05835
1124.532,31.181654,26.57709,2017.75,65.86535,17,3.176523,29.5301,73.4,10.196078,77,-1.4503773,28.96213,75.38713,15.918436,24.10572,44.87474,-93.06465,916.05835
1124.781,28.817225,28.053595,2028.25,65.86535,14,3.437154,29.5301,73.4,10.588235,77,-0.7251887,31.338448,81.15029,15.921109,24.106384,44.87474,-93.06465,916.05835
1125.032,26.671589,29.234798,2046.25,65.86535,9.5,3.713661,29.5301,73.4,10.980392,77,-0.14503774,33.859516,86.90727,15.926067,24.10731,44.87474,-93.06465,916.05835
1125.281,28.434162,28.939499,2064,65.86535,9,3.483459,29.5301,73.4,1.1764706,77,-0.29007548,31.760635,80.819016,15.931628,24.108091,44.874733,-93.06427,914.1804
1125.531,49.621433,23.62408,2046.25,66.48672,10.5,2.014929,29.5301,73.4,0,77,-2.9007547,18.371231,47.153465,15.934308,24.110176,44.874733,-93.06427,914.1804
1125.781,77.349045,13.583846,2017.75,66.48672,17,1.291248,29.5301,73.4,5.490196,77,-7.832038,11.7856245,30.677454,15.939907,24.115568,44.874733,-93.06427,914.1804
1126.031,35.28172,18.308662,2019.75,66.48672,29.5,2.833866,29.5301,73.4,8.627451,77,-5.511434,25.837934,67.18839,15.94549,24.118877,44.874733,-93.06427,914.1804
1126.282,29.269342,24.509983,2061.5,66.48672,21.5,3.415986,29.5301,73.4,8.627451,77,-2.4656415,31.145447,79.3497,15.948205,24.119598,44.874725,-93.0639,912.9562
1126.532,31.074606,26.28179,2043.25,66.48672,17.5,3.217536,29.5301,73.4,8.627451,77,-1.5954151,29.33607,75.407486,15.953824,24.121582,44.874725,-93.0639,912.9562
1126.781,39.597076,25.691187,2038.25,66.48672,17.5,2.529576,29.5301,73.4,0,77,-1.8854905,23.022072,59.322716,15.959217,24.124048,44.874725,-93.0639,912.9562
1127.031,52.60624,19.785168,2018.5,66.48672,11.5,1.903797,29.5301,73.4,0,77,-4.7862453,17.32887,45.08952,15.962112,24.126417,44.874725,-93.0639,912.9562
1127.282,38.084473,17.71806,2032.5,66.48672,27.5,2.624832,29.5301,73.4,7.45098,77,-5.8015094,23.936441,61.853333,15.967699,24.130547,44.874718,-93.06352,911.7064
1127.532,31.969543,24.214682,2041.75,66.48672,18,3.155355,29.5301,73.4,7.8431373,77,-2.6106794,28.51485,73.350426,15.973087,24.132298,44.874718,-93.06352,911.7064
1127.781,32.60827,25.100586,2041,66.48672,18,3.093174,29.5301,73.4,7.8431373,77,-2.175566,27.956308,71.94008,15.975985,24.133436,44.874718,-93.06352,911.7064
1128.031,50.511364,19.785168,2021.5,66.48672,13,1.983177,29.5301,73.4,0,77,-4.7862453,18.047558,46.889843,15.981533,24.137625,44.874718,-93.06352,911.7064
1128.281,51.236233,12.993244,2007,66.48672,17.5,1.951425,29.5301,73.4,8.235294,77,-8.122113,17.792229,46.560436,15.987059,24.1424,44.87471,-93.06314,911.02893
1128.532,35.140156,17.127459,2037.75,66.48672,26,2.853711,29.5301,73.4,6.27451,77,-6.091585,25.942026,66.86318,15.9897585,24.143677,44.87471,-93.06314,911.02893
1128.781,48.92563,19.489866,2029.25,66.48672,17.5,2.062557,29.5301,73.4,0,77,-4.931283,18.6325,48.224712,15.995375,24.147642,44.87471,-93.06314,911.02893
1129.032,81.82262,12.402642,2011.25,66.48672,17.5,1.23039,29.5301,73.4,0,77,-8.412189,11.141256,29.093916,16.000757,24.152973,44.87471,-93.06314,911.02893
1129.282,98.314,9.744933,1976.5,66.48672,17.5,1.024002,29.5301,73.4,0,77,-9.717528,9.2724,24.63936,16.003664,24.156282,44.874706,-93.06276,911.7816
1129.531,122.21816,7.382525,1990.75,65.86535,18,0.810999,29.5301,73.4,4.7058825,77,-10.8778305,7.3891397,19.494461,16.009115,24.162832,44.874706,-93.06276,911.7816
1129.782,38.20486,14.469749,2001.75,65.86535,21,2.594403,29.5301,73.4,6.6666665,77,-7.3969245,23.638014,62.020493,16.014683,24.166714,44.874706,-93.06276,911.7816
1130.031,30.805813,18.308662,2018.5,65.86535,20,3.217536,29.5301,73.4,6.6666665,77,-5.511434,29.315477,76.27853,16.017372,24.167587,44.874706,-93.06276,911.7816
1130.282,43.892326,20.375769,2000.5,65.86535,19.5,2.030805,29.5301,73.4,0,77,-4.49617,20.575058,54.017757,16.022873,24.170704,44.874702,-93.06238,910.93665
1130.532,39.754658,15.650953,2001.25,65.86535,22,2.255715,29.5301,73.4,7.8431373,77,-6.816774,22.71651,59.61758,16.028404,24.174545,44.874702,-93.06238,910.93665
1130.781,25.247637,20.966372,2008.5,65.86535,18.5,3.595914,29.5301,73.4,8.235294,77,-4.2060943,35.769173,93.534355,16.031065,24.174715,44.874702,-93.06238,910.93665
