Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Ignition timing advance for #1 cylinder (deg), Mass air flow rate (lb/min), Barometric pressure (inHg), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
1131.032,30.667469,25.691187,2019.5,65.86535,10.5,3.032316,29.5301,73.4,8.235294,77,-1.8854905,29.447721,76.58468,16.036617,24.176275,44.874702,-93.06238,910.93665
1131.282,30.597054,26.28179,2013,65.86535,19.5,3.093174,29.5301,73.4,8.627451,77,-1.5954151,29.515493,77.0088,16.042055,24.178085,44.8747,-93.062,910.73694
1131.531,26.26576,28.053595,2039.5,65.86535,12.5,3.687201,29.5301,73.4,12.156863,77,-0.7251887,34.382675,88.542145,16.047138,24.178997,44.8747,-93.062,910.73694
1131.781,23.540512,29.5301,2075.75,65.86535,8,4.160835,29.5301,73.4,14.90196,77,0,38.363102,97.06725,16.049784,24.178888,44.8747,-93.062,910.73694
1132.032,22.16249,31.597206,2122.25,65.86535,5.5,4.451895,29.5301,73.4,17.254902,77,1.0152642,40.748447,100.84366,16.055405,24.17793,44.8747,-93.062,910.73694
1132.282,16.432804,34.550217,2152,65.86535,4,5.997159,29.5301,73.4,16.862745,77,2.4656415,54.95636,134.12502,16.060757,24.174316,44.874695,-93.06162,911.1302
1132.531,15.112578,35.43612,2163,65.86535,3,6.521067,29.5301,73.4,16.862745,77,2.9007547,59.757313,145.1004,16.063633,24.17172,44.874695,-93.06162,911.1302
1132.781,12.550932,39.570335,2184.75,66.48672,-0.5,7.926093,29.5301,73.4,17.254902,77,4.931283,72.6326,174.6079,16.068987,24.16544,44.874695,-93.06162,911.1302
1133.031,13.334392,40.160934,2192.25,66.48672,-2,7.460397,29.5301,73.4,17.254902,77,5.221359,68.36508,163.78659,16.071877,24.161911,44.874695,-93.06162,911.1302
1133.282,11.638175,43.999847,2194.25,67.108086,-3,8.557164,29.5301,73.4,14.90196,77,7.106849,79.06106,189.23897,16.07793,24.153118,44.874695,-93.06124,910.80084
1133.531,11.80757,44.885754,2198.5,67.108086,-4,8.338869,29.5301,73.4,11.764706,77,7.541962,77.92682,186.16351,16.08355,24.144114,44.874695,-93.06124,910.80084
1133.782,38.862778,31.006605,2151,67.72946,5,2.577204,29.5301,73.4,0,77,0.7251887,23.895515,58.345863,16.089062,24.14249,44.874695,-93.06124,910.80084
1134.032,51.09947,23.033478,2128,67.72946,16,1.983177,29.5301,73.4,6.27451,77,-3.1908302,18.173304,44.8535,16.091587,24.14449,44.874695,-93.06124,910.80084
1134.281,27.857534,25.395885,2114.5,67.72946,18.5,3.640896,29.5301,73.4,7.0588236,77,-2.0305283,33.33555,82.8007,16.09708,24.146164,44.874695,-93.06086,909.812
1134.532,25.01577,26.28179,2104.25,67.72946,16,4.054995,29.5301,73.4,7.45098,77,-1.5954151,37.12243,92.65591,16.09984,24.146309,44.874695,-93.06086,909.812
1134.781,48.741413,20.080467,2085,67.72946,16,2.094309,29.5301,73.4,0,77,-4.6412077,19.052507,47.993248,16.105976,24.150585,44.874695,-93.06086,909.812
1135.032,94.31072,11.516739,2053,67.72946,19,1.080891,29.5301,73.4,0,77,-8.847302,9.846665,25.190357,16.111725,24.156492,44.874695,-93.06086,909.812
1135.282,106.16442,9.154331,2026.75,67.72946,17.5,0.960498,29.5301,73.4,0.39215687,77,-10.007604,8.747244,22.66758,16.114466,24.159668,44.87469,-93.06048,909.00226
1135.531,127.434586,7.087224,2036,67.108086,18.5,0.792477,29.5301,73.4,0,77,-11.022868,7.2203827,18.625868,16.120134,24.166512,44.87469,-93.06048,909.00226
1135.782,136.79805,6.201321,2033,67.108086,17.5,0.738234,29.5301,73.4,0,77,-11.457981,6.7261662,17.37658,16.125326,24.172882,44.87469,-93.06048,909.00226
1136.031,140.83638,6.201321,2027.5,67.108086,17.5,0.717066,29.5301,73.4,0,77,-11.457981,6.5333014,16.924112,16.128035,24.176247,44.87469,-93.06048,909.00226
1136.281,138.2569,6.201321,2021.25,66.48672,12.5,0.723681,29.5301,73.4,0,77,-11.457981,6.5935717,17.133053,16.134073,24.183714,44.874687,-93.060104,909.45514
1136.531,139.53233,5.90602,2010.25,66.48672,12.5,0.717066,29.5301,73.4,0,77,-11.603019,6.5333014,17.069338,16.139627,24.190592,44.874687,-93.060104,909.45514
1136.782,144.60138,5.90602,2007,66.48672,12.5,0.691929,29.5301,73.4,0,77,-11.603019,6.304274,16.497639,16.142372,24.194017,44.874687,-93.060104,909.45514
1137.032,140.82657,5.90602,2000.5,65.86535,12.5,0.703836,29.5301,73.4,0,77,-11.603019,6.4127607,16.836063,16.14792,24.200916,44.874687,-93.060104,909.45514
1137.281,71.89994,6.791923,1994,65.86535,13,1.378566,29.5301,73.4,8.235294,77,-11.167906,12.560332,33.083393,16.153442,24.207064,44.87469,-93.05972,907.9853
1137.531,26.177406,23.033478,2055.75,65.86535,14.5,3.786426,29.5301,73.4,11.372549,77,-3.1908302,34.498722,88.13873,16.158403,24.20837,44.87469,-93.05972,907.9853
1137.781,24.443634,27.167692,2085.5,65.86535,9,4.054995,29.5301,73.4,11.372549,77,-1.1603019,36.945698,93.04387,16.161074,24.208408,44.87469,-93.05972,907.9853
1138.032,19.585047,28.644197,2080,65.86535,12.5,4.529952,29.5301,73.4,8.235294,77,-0.43511322,46.11105,116.432915,16.166616,24.206758,44.87469,-93.05972,907.9853
1138.282,19.513334,27.758293,2043.75,65.86535,5.5,4.659606,29.5301,73.4,14.509804,77,-0.87022644,46.280514,118.93357,16.172188,24.205755,44.874687,-93.05934,907.3173
1138.532,17.061684,31.892508,2104.25,65.86535,0,5.393871,29.5301,73.4,14.509804,77,1.1603019,52.93071,132.11267,16.174849,24.204088,44.874687,-93.05934,907.3173
1138.781,16.6982,33.07371,2133,66.48672,4,5.666409,29.5301,73.4,10.980392,77,1.7404529,54.593113,134.42532,16.180437,24.201027,44.874687,-93.05934,907.3173
1139.032,27.314526,30.120703,2123.75,66.48672,7,3.504627,29.5301,73.4,3.137255,77,0.29007548,33.37443,82.53622,16.183111,24.201483,44.874687,-93.05934,907.3173
1139.282,48.769135,19.489866,2076.75,66.48672,12.5,1.999053,29.5301,73.4,0,77,-4.931283,18.69229,47.27291,16.188694,24.205082,44.874687,-93.05896,908.0532
1139.532,38.07104,16.536856,2052.5,66.48672,25.5,2.610279,29.5301,73.4,3.9215686,77,-6.3816605,23.944887,61.272232,16.193867,24.20911,44.874687,-93.05896,908.0532
1139.780,46.24084,17.422758,2036.5,66.48672,28,2.157813,29.5301,73.4,8.235294,77,-5.946547,19.714321,50.843037,16.199272,24.212864,44.874687,-93.05896,908.0532
1140.032,20.28478,29.5301,2115.5,66.48672,13,4.918914,29.5301,73.4,12.54902,77,0,44.940434,111.57279,16.204416,24.213215,44.874687,-93.05896,908.0532
1140.281,21.019001,29.5301,2129,66.48672,9,4.73634,29.5301,73.4,12.54902,77,0,43.370605,106.99264,16.207083,24.21261,44.874683,-93.05858,907.20935
1140.531,17.648876,32.48311,2124,66.48672,6,5.637303,29.5301,73.4,12.156863,77,1.4503773,51.652397,127.72327,16.212698,24.20986,44.874683,-93.05858,907.20935
1140.782,43.46395,21.556973,2080,66.48672,11,2.28879,29.5301,73.4,0,77,-3.916019,20.97386,52.960136,16.218254,24.212456,44.874683,-93.05858,907.20935
1141.032,59.704166,16.832157,2060.5,66.48672,11.5,1.66698,29.5301,73.4,4.3137255,77,-6.236623,15.268729,38.91924,16.22096,24.214859,44.874683,-93.05858,907.20935
1141.282,31.90916,19.194565,2049.5,66.48672,25,3.114342,29.5301,73.4,0,77,-5.0763206,28.568811,73.211334,16.226969,24.21788,44.874683,-93.05819,906.7478
1141.532,44.547436,18.899263,2046.25,66.48672,24.5,2.239839,29.5301,73.4,0,77,-5.221359,20.463732,52.524292,16.230268,24.220127,44.874683,-93.05819,906.7478
1141.781,83.46018,12.402642,2019.75,66.48672,19.5,1.1907,29.5301,73.4,0,77,-8.412189,10.922655,28.40303,16.23587,24.225569,44.874683,-93.05819,906.7478
1142.032,92.84816,10.335535,1999.5,66.48672,17.5,1.070307,29.5301,73.4,0,77,-9.427453,9.8182535,25.789736,16.238562,24.228539,44.874683,-93.05819,906.7478
1142.281,128.06792,7.382525,2008.5,65.86535,17.5,0.773955,29.5301,73.4,0,77,-10.8778305,7.0516257,18.4396,16.244762,24.235868,44.87468,-93.05781,906.8342
1142.532,134.26476,6.496622,1996.25,65.86535,18,0.738234,29.5301,73.4,0.39215687,77,-11.312943,6.7261662,17.696474,16.248232,24.24011,44.87468,-93.05781,906.8342
1142.782,144.63269,6.201321,1988.25,65.86535,18,0.685314,29.5301,73.4,0,77,-11.457981,6.244004,16.494009,16.253744,24.246925,44.87468,-93.05781,906.8342
1143.032,141.89856,5.90602,1981.75,65.24397,12,0.691929,29.5301,73.4,5.490196,77,-11.603019,6.304274,16.70784,16.258638,24.252974,44.87468,-93.05781,906.8342
1143.282,31.116539,18.013361,2008,65.24397,17,3.155355,29.5301,73.4,3.5294118,77,-5.6564717,28.748936,75.19555,16.264076,24.255474,44.87468,-93.057434,905.82025
1143.530,39.55914,18.899263,2015,65.24397,17.5,2.481948,29.5301,73.4,0,77,-5.221359,22.613419,58.94205,16.266922,24.257116,44.87468,-93.057434,905.82025
1143.782,59.038055,13.879147,1987.25,65.24397,13,1.485729,29.5301,73.4,0,77,-7.6870003,15.152386,40.046318,16.272232,24.26156,44.87468,-93.057434,905.82025
1144.031,102.22169,9.154331,1981.25,65.24397,17,0.960498,29.5301,73.4,0,77,-10.007604,8.751248,23.198761,16.27772,24.267551,44.87468,-93.057434,905.82025
1144.282,109.6203,8.268428,1952.5,65.24397,17,0.895671,29.5301,73.4,0,77,-10.442718,8.1606,21.951546,16.280367,24.270626,44.87468,-93.05706,903.91455
1144.532,128.50726,6.791923,1958.75,64.622604,17,0.756756,29.5301,73.4,2.3529413,77,-11.167906,6.894923,18.487768,16.285786,24.277166,44.87468,-93.05706,903.91455
1144.782,122.71478,6.201321,1954.25,64.622604,21.5,0.792477,29.5301,73.4,4.7058825,77,-11.457981,7.2203827,19.405024,16.291248,24.283731,44.87468,-93.05706,903.91455
1145.032,57.924473,10.040234,1967.25,64.622604,25,1.678887,29.5301,73.4,4.7058825,77,-9.572491,15.296604,40.838478,16.293879,24.28601,44.87468,-93.05706,903.91455
1145.281,39.182384,16.241554,1968.5,64.622604,29,2.481948,29.5301,73.4,6.6666665,77,-6.526698,22.613419,60.334385,16.298939,24.289402,44.87468,-93.05669,902.41583
1145.532,34.93284,19.785168,1962.5,64.622604,27,2.497824,29.5301,73.4,0,77,-4.7862453,25.364319,67.880905,16.30378,24.291462,44.87468,-93.05669,902.41583
1145.782,55.8404,15.060351,1952.5,64.622604,22,1.555848,29.5301,73.4,2.3529413,77,-7.106849,15.867503,42.682674,16.30923,24.29566,44.87468,-93.05669,902.41583
1146.032,65.94068,13.879147,1949,64.622604,23.5,1.328292,29.5301,73.4,3.137255,77,-7.6870003,13.437042,36.20978,16.311457,24.297754,44.87468,-93.05669,902.41583
1146.282,57.779987,10.630836,1942.75,64.622604,33.5,1.543941,29.5301,73.4,8.627451,77,-9.282415,15.334854,41.456898,16.316883,24.303064,44.874676,-93.05632,900.88257
1146.532,25.579466,21.852274,1996.5,64.622604,18.5,3.5721,29.5301,73.4,7.8431373,77,-3.770981,34.639023,91.1235,16.322096,24.304585,44.874676,-93.05632,900.88257
1146.782,48.93634,23.62408,1986.5,64.622604,16.5,1.889244,29.5301,73.4,0,77,-2.9007547,18.106129,47.870846,16.324957,24.306728,44.874676,-93.05632,900.88257
1147.032,54.1774,17.422758,1960.5,64.622604,18,1.74636,29.5301,73.4,0,77,-5.946547,16.354563,43.81332,16.330172,24.310907,44.874676,-93.05632,900.88257
1147.282,89.91497,10.630836,1947.5,64.622604,17,1.070307,29.5301,73.4,4.3137255,77,-9.282415,9.854284,26.575514,16.335678,24.316519,44.874676,-93.05595,899.60785
1147.532,51.04556,11.516739,1951.25,64.622604,22,1.903797,29.5301,73.4,7.45098,77,-8.847302,17.357977,46.721878,16.338305,24.318565,44.874676,-93.05595,899.60785
1147.782,26.010822,24.805285,2015.5,64.622604,10.5,3.736152,29.5301,73.4,10.196078,77,-2.3206038,34.06458,88.76756,16.344145,24.32054,44.874676,-93.05595,899.60785
1148.032,30.403378,26.28179,2013,64.622604,14.5,3.196368,29.5301,73.4,9.019608,77,-1.5954151,29.143068,76.0371,16.349468,24.321817,44.874676,-93.05595,899.60785
1148.282,31.41769,25.395885,2013,64.622604,16.5,3.093174,29.5301,73.4,9.019608,77,-2.0305283,28.20219,73.58226,16.35227,24.322758,44.874676,-93.05558,897.2756
1148.534,28.83964,26.57709,2004.25,64.622604,15,3.369681,29.5301,73.4,6.6666665,77,-1.4503773,30.723259,80.50993,16.3582,24.324244,44.874676,-93.05558,897.2756
1148.781,42.867546,23.32878,1998,65.24397,9,2.28879,29.5301,73.4,0,77,-3.0457926,20.868174,54.85586,16.361296,24.326235,44.874676,-93.05558,897.2756
1149.031,65.4491,15.060351,1977.5,65.24397,16,1.497636,29.5301,73.4,0,77,-7.106849,13.6681385,36.3017,16.36677,24.330982,44.874676,-93.05558,897.2756
1149.282,104.23167,9.449632,1976.5,65.24397,17,0.941976,29.5301,73.4,0,77,-9.862566,8.582492,22.80608,16.37205,24.336834,44.874676,-93.05521,895.93634
1149.532,112.05206,8.85903,1958.75,64.622604,17,0.867888,29.5301,73.4,1.5686275,77,-10.152641,7.907464,21.202755,16.374851,24.340096,44.874676,-93.05521,895.93634
1149.782,42.196415,12.402642,1971.75,64.622604,21.5,2.304666,29.5301,73.4,7.45098,77,-8.412189,20.998175,55.93244,16.380127,24.344858,44.874676,-93.05521,895.93634
1150.032,30.294466,24.805285,2002.25,65.24397,11,3.238704,29.5301,73.4,10.196078,77,-2.3206038,29.529068,77.45786,16.385603,24.34585,44.874676,-93.05521,895.93634
1150.282,26.085423,27.167692,2016,65.24397,8.5,3.761289,29.5301,73.4,10.588235,77,-1.1603019,34.293766,89.34263,16.38842,24.346128,44.874676,-93.05483,893.8723
1150.532,46.848297,22.738176,2026.5,65.24397,10.5,2.094309,29.5301,73.4,0,77,-3.335868,19.094982,49.488777,16.39375,24.348331,44.874676,-93.05483,893.8723
1150.782,49.872803,20.375769,2017.75,65.24397,11,1.967301,29.5301,73.4,0.39215687,77,-4.49617,17.93698,46.689156,16.396574,24.35048,44.874676,-93.05483,893.8723
1151.032,43.488132,15.946254,1997.25,65.24397,30,2.255715,29.5301,73.4,10.980392,77,-6.671736,20.57038,54.093357,16.402443,24.355091,44.874676,-93.05483,893.8723
1151.282,24.646345,28.644197,2055.25,65.24397,7.5,3.980907,29.5301,73.4,11.372549,77,-0.43511322,36.296146,92.75342,16.407763,24.353882,44.874672,-93.05446,892.858
1151.532,24.794668,28.939499,2071.5,65.24397,7,3.957093,29.5301,73.4,11.372549,77,-0.29007548,36.07902,91.47531,16.410614,24.353958,44.874672,-93.05446,892.858
1151.782,21.613878,30.711304,2066.75,65.86535,1.5,4.581549,29.5301,73.4,14.509804,77,0.58015096,41.78274,106.180084,16.415947,24.353289,44.874672,-93.05446,892.858
1152.032,17.481789,33.369015,2122.25,65.86535,4.5,5.637303,29.5301,73.4,14.117647,77,1.8854905,51.658737,127.844284,16.421457,24.35091,44.874672,-93.05446,892.858
1152.282,18.154984,33.07371,2120.75,65.86535,4.5,5.428269,29.5301,73.4,14.509804,77,1.7404529,49.743206,123.19083,16.424332,24.349457,44.874672,-93.05409,890.22144
1152.532,15.671661,36.32202,2146.5,66.48672,2,6.347754,29.5301,73.4,16.470589,77,3.335868,58.16912,142.32974,16.430323,24.344576,44.874672,-93.05409,890.22144
1152.782,13.974474,39.865635,2168.75,67.108086,-1,7.185213,29.5301,73.4,16.862745,77,5.0763206,65.84337,159.45445,16.435745,24.33835,44.874672,-93.05409,890.22144
1153.032,11.61723,41.932743,2179,67.108086,-1.5,8.643159,29.5301,73.4,17.254902,77,6.091585,79.2036,190.90695,16.438671,24.33361,44.874672,-93.05409,890.22144
1153.282,11.75248,45.181053,2222,67.72946,-4,8.557164,29.5301,73.4,17.647058,77,7.6870003,79.017044,186.77158,16.44421,24.32559,44.874683,-93.0537,887.466
1153.532,9.8760605,48.724667,2231,68.35083,-5,10.024371,29.5301,73.4,18.039215,77,9.427453,94.89268,223.39178,16.449963,24.313517,44.874683,-93.0537,887.466
1153.782,9.392318,49.61057,2240.5,68.35083,-6,10.189746,29.5301,73.4,18.431372,77,9.862566,99.78004,233.90138,16.452736,24.307007,44.874683,-93.0537,887.466
1154.032,8.875659,51.382374,2260.5,68.972206,-1.5,10.39878,29.5301,73.4,20,77,10.732793,106.5482,247.55728,16.458605,24.292261,44.874683,-93.0537,887.466
1154.283,9.102625,51.677673,2311.25,69.593575,-2,9.898686,29.5301,73.4,18.431372,77,10.8778305,104.827484,238.21126,16.464434,24.276922,44.87469,-93.053314,885.31775
1154.532,9.0008335,51.382374,2326.75,70.21494,-2,9.980712,29.5301,73.4,10.196078,77,10.732793,106.95953,241.43701,16.467314,24.269714,44.87469,-93.053314,885.31775
1154.782,48.72169,26.28179,2254,70.83632,5,2.157813,29.5301,73.4,0,77,-1.5954151,19.934542,46.450073,16.473051,24.27372,44.87469,-93.053314,885.31775
1155.032,39.85584,18.603964,2231,70.83632,19.5,2.663199,29.5301,73.4,13.333333,77,-5.3663964,24.36894,57.36819,16.478544,24.27781,44.87469,-93.053314,885.31775
1155.282,14.2699995,29.5301,2254,70.83632,17.5,7.427322,29.5301,73.4,0.39215687,77,0,68.06199,158.59329,16.481606,24.274645,44.8747,-93.05292,881.3994
1155.532,65.23254,15.650953,2209.25,70.83632,16,1.625967,29.5301,73.4,0,77,-6.816774,14.888959,35.395947,16.48737,24.2792,44.8747,-93.05292,881.3994
1155.782,100.6953,10.040234,2167.75,70.83632,20,1.051785,29.5301,73.4,0,77,-9.572491,9.645382,23.369225,16.493282,24.285725,44.8747,-93.05292,881.3994
1156.032,115.82176,7.973127,2145.5,70.83632,19,0.915516,29.5301,73.4,0,77,-10.587755,8.385683,20.527874,16.496384,24.289333,44.8747,-93.05292,881.3994
1156.282,137.73343,6.201321,2159.5,70.83632,19,0.773955,29.5301,73.4,0,77,-11.457981,7.0516257,17.150236,16.502289,24.296421,44.874702,-93.052505,878.7707
1156.532,142.10591,5.90602,2145,70.83632,19.5,0.750141,29.5301,73.4,0,77,-11.603019,6.834653,16.734903,16.508007,24.30336,44.874702,-93.052505,878.7707
1156.782,136.10483,5.90602,2138.25,70.83632,19.5,0.783216,29.5301,73.4,0,77,-11.603019,7.1360044,17.527933,16.51111,24.307114,44.874702,-93.052505,878.7707
1157.032,136.52524,5.90602,2136.75,70.21494,13.5,0.773955,29.5301,73.4,0,77,-11.603019,7.0516257,17.332836,16.516918,24.314148,44.874702,-93.052505,878.7707
1157.282,138.17867,5.610719,2128.5,70.21494,13.5,0.764694,29.5301,73.4,0,78.8,-11.748056,6.9672475,17.191813,16.522873,24.321363,44.874702,-93.0521,876.1018
1157.532,138.17867,5.90602,2130.5,70.21494,13.5,0.764694,29.5301,73.4,0,78.8,-11.603019,6.9672475,17.175673,16.525743,24.324842,44.874702,-93.0521,876.1018
1157.782,138.17867,5.610719,2119.5,70.21494,14.5,0.764694,29.5301,73.4,3.5294118,78.8,-11.748056,6.9672475,17.264812,16.531616,24.33198,44.874702,-93.0521,876.1018
1158.032,54.147297,9.154331,2131.5,70.21494,20.5,1.951425,29.5301,73.4,5.098039,78.8,-10.007604,17.779741,43.81009,16.537334,24.337648,44.874702,-93.0521,876.1018
1158.282,57.375908,10.926137,2137.25,70.21494,22,1.841616,29.5301,73.4,5.098039,78.8,-9.137378,16.779253,41.233612,16.540388,24.340235,44.8747,-93.0517,872.3974
1158.532,81.064125,10.630836,2126,70.21494,21,1.169532,29.5301,73.4,0,78.8,-9.282415,11.87609,29.338932,16.546274,24.345818,44.8747,-93.0517,872.3974
1158.782,102.368935,7.382525,2116,70.21494,17.5,0.924777,29.5301,73.4,0,78.8,-10.8778305,9.404464,23.342773,16.551998,24.352146,44.8747,-93.0517,872.3974
1159.032,136.52524,6.201321,2115,70.21494,18.5,0.773955,29.5301,73.4,0,78.8,-11.457981,7.0516257,17.511082,16.557905,24.359137,44.8747,-93.0517,872.3974
1159.282,140.85938,5.610719,2125,70.21494,18.5,0.750141,29.5301,73.4,0,78.8,-11.748056,6.834653,16.892408,16.560307,24.36206,44.8747,-93.0513,869.1635
1159.533,140.85938,5.90602,2115.5,70.21494,18.5,0.750141,29.5301,73.4,0,78.8,-11.603019,6.834653,16.968267,16.566233,24.369263,44.8747,-93.0513,869.1635
1159.782,136.95584,5.90602,2116,69.593575,18.5,0.764694,29.5301,73.4,0,78.8,-11.603019,6.9672475,17.293371,16.569073,24.372698,44.8747,-93.0513,869.1635
1160.033,139.61282,6.201321,2110.25,69.593575,18.5,0.750141,29.5301,73.4,0,78.8,-11.457981,6.834653,17.010483,16.574934,24.379818,44.8747,-93.0513,869.1635
1160.282,138.39244,6.201321,2107,69.593575,13.5,0.756756,29.5301,73.4,7.45098,78.8,-11.457981,6.894923,17.186956,16.580635,24.386734,44.874695,-93.0509,866.4647
1160.532,28.954088,18.308662,2123.25,69.593575,17.5,3.617082,29.5301,73.4,9.019608,78.8,-5.511434,32.955803,81.52013,16.586456,24.389313,44.874695,-93.0509,866.4647
1160.782,29.692602,23.32878,2149,69.593575,18.5,3.527118,29.5301,73.4,8.627451,78.8,-3.0457926,32.136127,78.540054,16.58929,24.390057,44.874695,-93.0509,866.4647
1161.032,32.061775,21.556973,2139.75,70.21494,16.5,2.948967,29.5301,73.4,7.0588236,78.8,-3.916019,30.027185,73.70309,16.59519,24.391598,44.874695,-93.0509,866.4647
1161.282,33.083813,21.261671,2136.75,70.21494,21.5,2.892078,29.5301,73.4,0,78.8,-4.0610566,29.099577,71.52651,16.6011,24.393578,44.874695,-93.0505,863.89575
1161.532,40.622593,18.603964,2130,70.21494,21,2.369493,29.5301,73.4,0,78.8,-5.3663964,23.69925,58.437153,16.603935,24.39524,44.874695,-93.0505,863.89575
1161.782,88.73252,11.516739,2114.5,70.21494,22,1.109997,29.5301,73.4,1.9607843,78.8,-8.847302,10.849741,26.949192,16.60986,24.400911,44.874695,-93.0505,863.89575
1162.032,96.551735,8.563729,2109.75,70.21494,22.5,1.033263,29.5301,73.4,0,78.8,-10.297679,9.971078,24.822481,16.61268,24.404007,44.874695,-93.0505,863.89575
1162.282,127.643425,6.791923,2111.75,70.21494,20,0.801738,29.5301,73.4,3.5294118,78.8,-11.167906,7.5422993,18.75838,16.619194,24.411592,44.874695,-93.050095,862.0659
1162.532,44.01975,11.81204,2123.75,70.21494,24,2.385369,29.5301,73.4,6.27451,78.8,-8.702264,21.870295,54.08606,16.624922,24.416693,44.874695,-93.050095,862.0659
1162.782,41.224796,16.241554,2133.25,70.21494,22,2.561328,29.5301,73.4,5.882353,78.8,-6.526698,23.353054,57.495785,16.627775,24.418402,44.874695,-93.050095,862.0659
1163.033,43.684296,18.308662,2133.75,70.21494,23.5,2.417121,29.5301,73.4,5.882353,78.8,-5.511434,22.038239,54.245964,16.633663,24.422262,44.874695,-93.050095,862.0659
1163.282,43.973118,18.603964,2129.5,70.21494,33,2.401245,29.5301,73.4,0,78.8,-5.3663964,21.893488,53.99722,16.63949,24.4261,44.87469,-93.0497,859.9623
