Time (sec), Instant fuel economy (MPG), Calculated load value (%), Engine coolant temperature (°F), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Barometric pressure (inHg), Catalyst temperature (Bank 1 Sensor 1) (°F), Relative throttle position (%), Ambient air temperature (°F), Relative accelerator pedal position (%), Engine oil temperature (°F), Intake air temperature bank 1  sensor 1 (°F), Mass air flow rate (lb/min), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel (gal), Trip Fuel Economy (MPG), Average Trip CO2 Rate (lb/mile), Latitude (deg), Longitude (deg), Bearing (deg)
108.940,38.10596,17.647058,95,7.382525,1498,24.233477,29.5301,821.12,5.098039,60.8,0,86,62.6,0.64854354,-10.8778305,8.719578,30.57157,0.18665622,0.02710519,6.886365,2.8455994,45.05711,-92.95749,267.7322
109.923,38.10596,17.647058,95,7.382525,1498,24.233477,29.5301,821.12,5.098039,60.8,0,86,62.6,0.64854354,-10.8778305,8.719578,30.57157,0.18665622,0.02710519,6.886365,2.8455994,45.0571,-92.957634,262.5287
110.923,38.10596,17.647058,95,7.382525,1498,24.233477,29.5301,821.12,5.098039,60.8,0,86,62.6,0.64854354,-10.8778305,8.719578,30.57157,0.18665622,0.02710519,6.886365,2.8455994,45.057083,-92.95777,258.72687
111.944,44.697792,17.254902,95,7.382525,1473.25,24.233477,29.5301,818.96,5.098039,60.8,0,86,62.6,0.63800246,-10.8778305,7.4336534,26.500856,0.19377439,0.027300607,7.097805,2.7608302,45.057068,-92.95791,258.72687
112.932,44.697792,17.254902,95,7.382525,1473.25,24.233477,29.5301,818.96,5.098039,60.8,0,86,62.6,0.63800246,-10.8778305,7.4336534,26.500856,0.19377439,0.027300607,7.097805,2.7608302,45.05705,-92.95803,256.44305
113.931,44.697792,17.254902,95,7.382525,1473.25,24.233477,29.5301,818.96,5.098039,60.8,0,86,62.6,0.63800246,-10.8778305,7.4336534,26.500856,0.19377439,0.027300607,7.097805,2.7608302,45.057026,-92.95815,257.49536
114.922,46.122097,17.254902,95,7.087224,1394.25,22.990734,29.5301,815.36,4.7058825,60.8,0,86,62.6,0.60236293,-11.022868,6.834653,25.746006,0.21505061,0.027753804,7.7485094,2.5289812,45.057007,-92.95826,254.77748
115.927,36.65657,18.039215,95,7.382525,1332.5,18.019764,29.5301,814.1,4.7058825,60.8,0,86,62.6,0.593815,-10.8778305,6.7401557,26.566648,0.22683483,0.028043555,8.088662,2.4226298,45.056988,-92.958336,252.50673
116.926,31.533838,18.431372,95,7.677826,1244.25,14.912909,29.5301,812.66,4.7058825,60.8,0,86,62.6,0.59021616,-10.732793,6.484226,27.370617,0.2303125,0.028151192,8.18127,2.3952072,45.056973,-92.9584,251.46786
117.935,21.947102,20.392157,95,8.268428,1156.25,10.563311,29.5301,811.94,4.7058825,60.8,0,86,62.6,0.5935212,-10.442718,6.599264,29.976288,0.2329886,0.028273094,8.240647,2.3779485,45.056965,-92.95842,252.95094
